cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
38302278,2,,SITIO,NOSSA SRA APARECIDA - SAPE OU PORTERINHA,SN,AREA RURAL DE CONCEICAO DE MONTE ALEGRE,19719899,SP,6811,0151201,0151202
37395399,2,,RUA,DOUTOR RICARDO VILELA,890,CENTRO,08780060,SP,6713,6424703,
37395399,2,,AVENIDA,BRIG FARIA LIMA,2018,JARDIM PAULISTANO,01451000,SP,7107,6424703,
37189129,2,KING HOUSE,AVENIDA,PAPA JOAO PAULO I,1656,VILA AEROPORTO,07170350,SP,6477,4754701,"4754702,4930201,4930202"
40003969,2,,RUA,HENRIQUE SCHAUMANN,135,PINHEIROS,05413020,SP,7107,4110700,6810201
38052157,2,,FAZENDA,AGUA LIMPA DOS FERREIRAS,S/N,RURAL,15200000,SP,6615,0139306,
40554548,2,,FAZENDA, IPAMERI,S/N,ESTRADA VICINAL OSVALDO CRUZ,17700000,SP,6793,0113000,
37614669,2,,FAZENDA,ALEGRIA,S/N,PAULOPOLIS,17589899,SP,6901,0116401,
37305913,2,,AVENIDA,GOVERNADOR PEDRO DE TOLEDO,883,BONFIM,13070751,SP,6291,4110700,
37544499,2,,GLEBA,B-2 - FAZENDA PAINEIRA,SN,EST. AVARE BARRA GRANDE - KM 8,18719899,SP,6161,0113000,"0111302,0111303,0111399,0115600,0119905"
39352483,2,,AREA,RURAL CRT213 A BAIRRO AGUA GRANDE 60SI CAPAO GRANDE,S/N,AREA RURAL DE GUAIANAS,17287899,SP,6835,0151201,0151202
37749350,2,PROJETO IMOBILIARIO DI 9,RUA,DAS IMBIRAS,718,VILA NOVA MAZZEI,02316000,SP,7107,4110700,
40103666,2,LNA CENTRO NEUROLOGICO TERAPEUTICO MULTIDICIPLINAR LTDA,RUA,MEDITERRANEO,890,JARDIM DO MAR,09750420,SP,7075,8650004,"8650003,8650005,8650006"
37594537,2,HADDOCK 885,RUA,HADDOCK LOBO,885,CERQUEIRA CESAR,01414001,SP,7107,4110700,
41056040,2,,ESTRADA,BAIRRO JACUTINGA,S/N,BAIRRO JACUTINGA,14910000,SP,7155,0115600,
39367113,2,,SITIO,SAO JOSE,S/N,SANTO ANTONIO,18480000,SP,6557,0115600,"0111302,0111399,0119905"
39933439,2,GP MOTOCICLE,RUA,PEDRO DE TOLEDO,235,CENTRO,16400105,SP,6643,4541203,"4541204,4541206,4543900,4732600,6499999,6619399,7490104"
36761213,2,,ESTRADA MUNICIPAL,GASTAO VIDIGAL A LOURDES,KM 02,BARRA G MATO GROSSO,15330000,SP,6437,0113000,
37119448,2,,RUA,PROJETADA,01,DISTRITO INDUSTRIAL JOSE LOURENCO DA SILVA,15685000,SP,0808,4622200,"4623103,4623109,4623199,4632001,4637103,4683400,5211701,5211799,7490104"
37381902,2,RENAPSI,RUA,BENEDICTO SOARES,53,JARDIM SANTA LUCIA,18078696,SP,7145,9430800,"9493600,9499500"
39432106,2,,AVENIDA,DOUTOR AFONSO VERGUEIRO,823,CENTRO,18035370,SP,7145,9313100,"4729699,4763602,4781400,5611203,8591100,8592901"
37874907,2,,RODOVIA,ALCIDES SOARES,S/N,VITORIANA,18619002,SP,6249,0115600,"0111303,0111302"
37729889,2,MANCHESTER SAO BERNARDO DO CAMPO,AVENIDA,ROTARY,624,CENTRO,09721000,SP,7075,4781400,"4763602,4772500,4782201,4782202"
36941164,2,,SITIO,SANTO ANTONIO,SN,AGULHA,15945000,SP,6413,0133404,"0133499,0139399,0119999"
40935296,2,,RUA,ANA CINTRA,266,CAMPOS ELISEOS,01201060,SP,7107,4110700,
37846085,2,,RUA,CAP ANTONIO ROSA,409,JARDIM PAULISTANO,01443010,SP,7107,4789099,"4637199,4751201,4752100,4753900,4755503,4763601,4763602,4781400,4783102,7490104"
40089642,2,,MARGEM,DA ROD FELICIANO S. CUNHA SENTIDO GUZOLANDIA-BAND D OESTE,S/N,LIMOEIRO,15355000,SP,6479,0151201,0151202
41154206,2,,SITIO,ENTRE RIOS,S/N,ENTRE RIOS,18535000,SP,0802,0113000,
40592710,2,,RUA,SAGUAIRU,1288,CASA VERDE,02514000,SP,7107,4110700,
37987947,2,,SITIO,BONFIM,SN,BONFIM,17730000,SP,6821,0119906,"0115600,0116401"
38420978,2,,SITIO,FIGO,SN,MARTIM FRANCISCO,13817899,SP,6717,0133404,"0133499,0111302,0111399"
37788251,2,TORRE 1 HAUTE BROOKLIN E TORRE 2 HUB BROOKLIN,RUA,DO ESTILO BARROCO,721,SANTO AMARO,04709011,SP,7107,4110700,
37381902,2,RENAPSI,RUA,DUQUE DE CAXIAS,774,VILA BANDEIRANTES,16015520,SP,6155,9430800,"9493600,9499500"
37195782,2,,SITIO,SAO LUIZ,S/N,ZONA RURAL,14700970,SP,6221,0113000,"0111302,0115600,0151201,0151203"
38066863,2,,SITIO,ALVORADA IV,S/N,VENDA BRANCA,17700000,SP,6793,0151201,
39994252,2,SOU RESIDENCIAL,RUA,WALDOMIRO TAVERNARI,700,JARDIM NAIR MARIA,13322292,SP,7005,4110700,
39802712,2,,RUA,TREZE DE MAIO,1933,BELA VISTA,01327001,SP,7107,4729699,"4721104,4753900,4759899,9521500"
37279034,2,,RUA,JOSE FREITAS AMORIM,S/N,MANSOES SANTO ANTONIO,13087504,SP,6291,4110700,
38329922,2,NICNET SOLUCOES EM INTERNET,RUA,TENENTE CARVALHO,694,CRUZ DAS POSSES,14179102,SP,7135,6110803,"6110801,6141800,6142600,6190601,6190699,6202300,6203100,6209100,7739099,8220200"
38329922,2,NICNET SOLUCOES EM INTERNET,RUA,18,1.029,CENTRO,14780060,SP,6209,6110803,"6110801,6141800,6142600,6190601,6190699,6202300,6203100,6209100,7739099,8220200"
40434681,2,,RUA,DR RUBENS GOMES BUENO,691,VARZEA DE BAIXO,04730903,SP,7107,6612602,
39017306,2,,RUA,PROFESSORA CELIA CANGRO MARQUES MENDES,1000,ALTO DA BOA VISTA,18087171,SP,7145,5620101,"5611201,5611203,5620102"
37193028,2,,AREA,FAZENDA SAO PAULO,S/N,AREA RURAL DE GARCA,17408899,SP,6435,0115600,
40439835,2,,RUA,CONS DANTAS,408,CANINDE,03032020,SP,7107,5223100,4520005
40504325,2,,AVENIDA,ROMARIO SCHINCARIOL,1111,DISTRITO INDUSTRIAL II LUIZ TORRANI,13803584,SP,6717,4751201,"3314710,3321000,3329599,4321500,4614100,4651601,4651602,4669999,6201501,6202300,6203100,6204000,6209100,6311900,6319400,6399200,7020400,7210000,7490101,7739099"
37306698,2,,RUA,CUSTODIO PAIVA,00,JARDIM SAO PAULO(ZONA LESTE),08461530,SP,7107,4110700,
39529548,2,,RUA,MAJOR JOSE INACIO,2994,CENTRO,13560161,SP,7079,4110700,
41093879,2,,ESTRADA,"JAU - POTUNDUVA, KM 8",SN,AREA RURAL DE JAU,17220899,SP,6607,0113000,
40012751,2,,SITIO,SAO JOSE,S/N,AGUAS CLARAS DO SUL,17860000,SP,6799,0113000,
40012751,2,,SITIO,SANTO ANTONIO,S/N,JURITI,17890000,SP,6621,0116401,"0115600,0113000,0119999"
40262136,2,,SITIO,SAO MANOEL,S/N,CASCATA,17740000,SP,6977,0113000,"0111302,0115600,0116401"
39264615,2,,TRAVESSA,CACHOEIRA DO PRETO,47,CONJUNTO PROMORAR RAPOSO TAVARES,05574180,SP,7107,4711302,"4691500,4721102,4722901,4781400,4782201,5611203"
38661966,2,,SITIO,NOSSA SENHORA APARECCIDA,S/N,ZONA RURAL,15300000,SP,6439,0116401,
37333915,2,,RUA,OUTROS BAIRRO JARDIM,S/N,JARDIM,13919899,SP,6595,0151201,
40631388,2,CONDOMINIO EDGE CAMBUI,RUA,MONSENHOR JOSE MARIA MONTEIRO,741,VILA FIRMIANO PINTO,04124040,SP,7107,4110700,
39678587,2,,FAZENDA,"AGUA BRANCA - RODOVIA CARLOS TONANI - KM 96,50",S/N,ZONA RURAL,14160970,SP,7135,0113000,
39238404,2,,ESTRADA MUNICIPAL,"DO BAIRRO AGUA LIMPA KM 8,2",SN,AGUA LIMPA,15910000,SP,6727,0133404,
39599375,2,NEX ONE PARAISO,RUA,CUBATAO - DE 484 A 770 - LADO PAR,S/N,VILA MARIANA,04013002,SP,7107,4110700,
39289862,2,,ESTRADA,MORRO AGUDO A PONTAL,S/N,ZONA RURAL,14640000,SP,6739,0113000,"0111302,0115600,0151201,0153902"
39289862,2,,ESTRADA,MORRO AGUDO A LAMBARI,S/N,ZONA RURAL,14640000,SP,6739,0113000,"0111302,0115600,0151201,0153902"
41049580,2,,AREA,RURAL,S/N,AREA RURAL DE IBITINGA,14949899,SP,6493,0115600,
36988468,2,,ESTRADA,BORBOREMA AO BAIRRO FUGIDOS,S/N,FUGIDOS,14955000,SP,6247,0119999,
36939303,2,,AVENIDA,GUADALAJARA,453,GUILHERMINA,11702210,SP,6921,8640202,"8640201,8640299"
38820313,2,RESIDENCIAL VILLAGE GEOVANA II,RUA,GEZIAEL PEREIRA DA SILVA,123,ESMERALDA,11713285,SP,6921,4110700,
37965776,2,,RUA,FLORIANO PEIXOTO,SN,BARBOSA,17501442,SP,6681,4110700,
37415705,2,,SITIO,DOIS IRMAOS,SN,FAZENDA CACHOEIRA,15150000,SP,6729,0139306,
40109238,2,BOV I - HAIA,AVENIDA,RAQUEL JACOB,AREA3A,ALTO DA BOA VISTA,18087562,SP,7145,4110700,
37498897,2,,FAZENDA,MACAUBA,SN,RURAL,15145000,SP,6709,0113000,0115600
38325081,2,,FAZENDA,LAGOINHA - CHACARA ASPIPER,SN,ZONA RURAL,19470000,SP,6927,0322101,
39441037,2,,SITIO,SAO JUDAS TADEU,9999,CORREGO DO ARARA,15740000,SP,6385,0151202,0111302
39477357,2,,RUA,JORGE ABRAO AUED,77,YOLANDA - JD.,15061560,SP,7097,7820500,5250804
39471242,2,,AVENIDA,MONTEMAGNO - DE 800/801 A 1578/1579,1029,CHACARA MAFALDA,03373025,SP,7107,4110700,
40315270,2,,ALAMEDA,FRANCA - ATE 384 - LADO PAR,286,JARDIM PAULISTA,01422000,SP,7107,4110700,
39556064,2,BRZ EMPREENDIMENTOS PORTAL ALTO DAS OLIVEIRAS SPE LTDA,RUA,ELYSALDO GOES,105,PARQUE DAS OLIVEIRAS II,14059240,SP,6969,4110700,
39494215,2,,RODOVIA,DOM GABRIEL PAULINO BUENO COUTO,S/N,MEDEIROS,13212240,SP,6619,5211799,
39316806,2,,FAZENDA,SANTA FE I,SN,ZONA RURAL,15120000,SP,6751,0139306,
40181203,2,ABC SISTEMA DE TRANSPORTE SPE S.A.,RUA,JOSE FERNANDO DE MEDINA BRAGA,500,JARDIM ORIENTAL,09185055,SP,7057,4921302,6462000
39916067,1,,ESTRADA MUNICIPAL,ARACATUBA AO BAIRRO AGUA LIMPA,1,AGUA LIMPA,16010970,SP,6155,0151201,
38068788,2,,RUA,DR SODRE,169,VILA NOVA CONCEICAO,04535110,SP,7107,4781400,"1412602,4616800,4763602,4772500,4782201,6462000,6463800,9529199"
39782298,2,,FAZENDA,ALVORADA,SN,ZONA RURAL,15620000,SP,6665,0139306,
40128611,2,,SITIO,SANTA MARIA,SN,AREA RURAL DE ARTUR NOGUEIRA,13169899,SP,6175,0115600,"0131800,0111302,0112199"
39467292,2,DIRETORIA DE GOVERNANCA DE TIC E SERVICOS AO CIDADAO,AVENIDA,RANGEL PESTANA,300,SE,01017911,SP,7107,8411600,
37319408,2,,RUA,MADRE CECILIA,1770,CENTRO,13400490,SP,6875,7319002,8211300
37041584,2,,RUA,EUGENIO DE MEDEIROS,303,PINHEIROS,05425000,SP,7107,7020400,"6462000,8219999"
38487486,2,BOREAL INDUSTRIAL SANTO ANDRE,VIA,ANCHIETA,SN,FABRIL,11546901,SP,6371,4649408,"4683400,4930202,4930203"
37123701,2,,SITIO,BALA DE PRATA,S/N,RODOVIA VICINAL JOSE CARLOS SA,15718000,SP,2987,0151201,
40720488,2,,RUA,CAJAMAR,35,JARDIM ALTO DA BARRA,13090860,SP,6291,5620101,"5611201,5611203,5620103,7820500,8230001,8299799"
37281063,2,,RUA,FELIPE GADELHA,129,SANTANA,02012120,SP,7107,8650003,"8650005,8650006"
40838368,2,LAR EGITO,RUA,GABRIEL CARRARO,2205,RESIDENCIAL PARQUE DOS SERVIDORES,14094239,SP,6969,4110700,
40178384,2,,RUA,ATLANTICA,224,JARDIM AMERICA,01440000,SP,7107,9521500,7319004
37920285,2,,SITIO,SAO VELENTIM,0,GRAMINHA,13610970,SP,6635,0113000,"0111302,0111399"
37791089,2,,SITIO,BOA ESPERANCA,0,RURAL,17587899,SP,6901,0113000,0116401
37791089,2,,SITIO,SAO PEDRO,0,CAINGANG,17587899,SP,6901,0113000,0116401
37830818,2,,SITIO,DALVAN,S/N,COROADOS,16310000,SP,6121,0113000,
37729889,2,PLANET GIRLS SHOPPING METRO ITAQUERA,AVENIDA,JOSE PINHEIRO BORGES,S/N,JARDIM HELENA,08420092,SP,7107,4781400,"4763602,4772500,4782201,4782202"
36761208,2,,SITIO,SANTO ANTONIO DOS TRES IRMAOS,S/N,ZONA RURAL,15190000,SP,6753,0113000,
38686476,2,,SITIO,ESTRELA DALVA,SN,SEDE,14550000,SP,6159,0113000,0115600
41170299,2,,AREA,RURAL,00,AREA RURAL DE BARRETOS,14788899,SP,6209,0139306,
40623939,2,,FAZENDA,RENATA,SN,ZONA RURAL,15690000,SP,6515,0113000,
40500293,2,,SITIO,BELA VISTA,SN,ZONA RURAL,19275000,SP,7255,0322101,
40720488,2,,RUA,DIOGO JACOME,798,VILA NOVA CONCEICAO,04512001,SP,7107,5620101,"5611201,5611203,5620102,5620103,7820500,8230001,8299799"
38442001,2,MSB BARCELONA TRIU 1722,RUA,DEMOSTENES - DE 411/412 A 529/530,441,CAMPO BELO,04614012,SP,7107,4110700,
39549864,2,FAZENDA CAJUEIRO - AREA 2,FAZENDA,CAJUEIRO - AREA 2,S/N,ZONA RURAL,14720000,SP,7165,0113000,"0111302,0115600,0116401,0131800,0133410,0151203,0153901,0154700,0155503,0210101"
39549864,2,SITIO JB VI - 2,SITIO,JB VI - 2,S/N,ZONA RURAL,14765000,SP,0824,0113000,"0111302,0115600,0116401,0131800,0133410,0151203,0153901,0154700,0155503,0210101"
40118114,2,,VIA,ANHANGUERA,S/N,JARDIM JARAGUA,05275000,SP,7107,4752100,"4652400,4723700,4781400,4785799"
39995556,2,ITUVERAVA,FAZENDA,"SANTA TEREZINHA II, RODOVIA ANHANGUERA KM 402, SENTIDO NORTE",S/N,ZONA RURAL,14500000,SP,6583,7739099,
39995556,2,MONTE MOR,SITIO,"VISTA ALEGRE, ESTRADA MUNICIPAL DO BAIRROCORREGO AZUL",S/N,SEDE,13190970,SP,6737,7739099,
39334434,2,,RUA,EMILIO BARBOSA DA SILVA,196,JARDIM ALVORADA,06612285,SP,6601,4681801,4930203
37499491,2,,SITIO,PAU BRASIL,SN,CORREGO DO QUATI,15670000,SP,6909,0151201,"0151202,0121101,0119999,0111302"
39737546,2,,RUA,DOUTOR FERDINANDO DELAMAIN,218,CENTRO,13600073,SP,6165,4110700,"4120400,6810201"
38069745,2,,FAZENDA,FAZENDA SANTA TEREZINHA,S/N,CENTRO,17600970,SP,7201,0116401,
36720585,2,CEIRY XVI - VILLA POMPEIA WELCONX EMPREENDIMENTOS IMOB,RUA,PADRE CHICO,749,PERDIZES,05008010,SP,7107,4110700,
39813405,2,,SITIO,SAO SEBASTIAO,SN,DO TURVO,12140000,SP,7101,0151201,"0151202,0111302,0159899"
37498464,2,,RODOVIA MUNICIPAL,CARODOSO A SAO JOAO DO MARINHEIRO,SN,ZONA RURAL,15575000,SP,6315,0151201,"0111302,0119906"
39394256,2,,SITIO,CONQUISTA,0,VENDA BRANCA,15160000,SP,6899,0139306,0113000
39615345,2,,RUA,COMENDADOR TORLOGO DAUNTRE,74,CAMBUI,13025270,SP,6291,4110700,"4120400,6810201,6810202"
38401151,2,,ESTRADA,MOCOCA A CASA BRANCA - ESTANCIA GUAIACA CHEIA,SN,Z. RURAL. EST .G.CHEIA,13730970,SP,6711,0151201,0151202
38246754,2,,AVENIDA,DAS NACOES UNIDAS,13947,VILA GERTRUDES,04794905,SP,7107,5911199,"1830002,1830003,5911101,5911102,5912001,5912002,5912099,5920100,6190699,6203100,6311900,6319400"
37563880,2,RESIDENCIAL SAN LEVI,ESTRADA,CATA PRETA,600,VILA JOAO RAMALHO,09170000,SP,7057,4110700,
40622972,1,,FAZENDA,OURO VERDE,S/N,ZONA RURAL,18849899,SP,7125,0134200,"0111302,0111303,0115600,0111399,0210101"
37851911,2,,RODOVIA,"SP 342 KM.201,5",SN,PALMEIRAS,13990000,SP,6865,0151201,"0152102,0134200"
38028672,2,,RUA,LEVY LENOTTI,8-35,VILA AVIACAO B,17047815,SP,6219,4110700,"4120400,4211101,4211102,4212000,4313400,6822600,7732201,8129000"
40020468,2,,SITIO,SANTO ANTONIO,S/N,CORREGO DA CACHOEIRA,15150000,SP,6729,0113000,
37042410,2,,AVENIDA,PACIFICO MONEDA,3312,VARGEAO,13914552,SP,6595,4110700,
39779653,2,,VIA,"MORRO AGUDO A VIRADOURO, FAZENDA CORREGO DOS CAVALOS",S/N,ZONA RURAL,14640000,SP,6739,6463800,"0111302,0113000,0115600,0116401,0119999,0151201,0161099,6810202"
41049580,2,,AREA,RURAL - SITIO SAO JOAO,S/N,AREA RURAL DE IBITINGA,14949899,SP,6493,0113000,
41049580,2,,AREA,RURAL - SITIO SAO JOSE,S/N,AREA RURAL DE IBITINGA,14949899,SP,6493,0113000,
37871447,2,POPULAR PET,AVENIDA,CIDADE JARDIM,4330,BOSQUE DOS EUCALIPTOS,12233002,SP,7099,4789004,"4623101,4623109,4644302,4771704,7500100,9609208"
36761208,2,,SITIO,O TAMBIU,S/N,ZONA RURAL,15190000,SP,6753,0113000,
40293573,2,,RUA,GUILHERME BACKEUSER,76,SITIO PAECARA (VICENTE DE CARVALHO),11450410,SP,6475,5021102,"2511000,2513600,3011301,3011302,3012100,3099700,3317101,3811400,3812200,3821100,3822000,3900500,4292801,4687702,4930203,5011401,5021101,5030101,5030102,5211799,5212500,5231102,5231103,5232000,6463800,7739099,8129000,8211300"
37648213,2,,ESTRADA,DA ESTACAO DO OURO - KM 14,S/N,ZONA RURAL,14801970,SP,6163,0113000,
40959834,2,WALKBITTENCOURT,RUA,MACHADO BITENCOURT,66E76,VILA CLEMENTINO,04044000,SP,7107,4110700,
40623939,2,,SITIO,SANTA LUZIA,SN,ZONA RURAL,15690000,SP,6515,0113000,
40623939,2,,FAZENDA,NOSSA SENHORA APARECIDA,SN,ZONA RURAL,15690000,SP,6515,0113000,
40224348,2,,RUA,D,1000,PARQUE PIRATININGA,12051816,SP,7183,7739099,"3511501,3511502,4399101"
37033689,2,,RODOVIA,ELIEZER MONTENEGRO MAGALHAES,KM 51,PARQUE INDUSTRIAL ANTONIO XAVIER COUTO,16080603,SP,6155,0113000,
37966729,2,RENOVAECO - COOPERATIVA DE ENERGIA,AVENIDA,GASTAO VIDIGAL,965,JARDIM MATILDE,19901010,SP,6795,7739099,"3313901,3313999,4321500,4669999,4673700"
36705376,2,,RUA,14,657,CENTRO,14780040,SP,6209,3314710,7739099
37789819,1,,FAZENDA,NOSSA SENHORA DAS GRACAS,S/N,DOS MACACOS,17154899,SP,0810,0111302,"0115600,0111303,0111399"
39619326,2,LYON,RUA,TENENTE MANUEL TINOCO MIRALDO,110,VILA SANTO ESTEFANO,04152030,SP,7107,4110700,
39433770,2,,ESTRADA,MUNICIPAL HERCULANDIA A JULIANIA,S/N,ZONA RURAL,17650000,SP,6481,0116401,
37638454,2,,FAZENDA,SANTA FE,S/N,ZONA RURAL,19600000,SP,6945,0116401,"0119908,0119999"
37563880,2,MIRANTE DO CAMPO,RUA,JOSE BONIFACIO DE ANDRADE E SILVA,208,VILA MARIA AUGUSTA,08570290,SP,6563,4110700,
38052083,2,BEXP,AVENIDA,DR GASTAO VIDIGAL,1234,VILA LEOPOLDINA,05314000,SP,7107,4511102,"4511101,4512901,4512902,4520001,4520002,4520003,4520007,4530703,6463800,7490104,7711000"
39343558,2,CERTA BUSINESS,AVENIDA,DO JANGADEIRO,780,INTERLAGOS,04815010,SP,7107,4622200,"4530701,4530702,4623109,4623199,4632001,4923002,4930201,4930202,5250803,5250804"
36947229,2,,AVENIDA,DEP EMILIO CARLOS,3950,LIMAO,02720200,SP,7107,6436100,"6204000,6619399,6622300,8291100"
36685420,2,,SITIO,SANTO ANTONIO DE PADUA,SN,FAZ JATAI DE BAIXO,15170000,SP,7169,0139306,
37623541,2,CONDOMINIO RESIDENCIAL ESSENCE,RUA,ZELINDO VOLPI,SN,JARDIM ERMIDA I,13212112,SP,6619,4110700,
40261035,2,,RUA,FARIZ SALOMAO,106,PARQUE INDUSTRIAL AVELINO ALVES PALMA,14077430,SP,6969,4930202,"4930201,4930204,5211799"
40180356,2,,SITIO,OURO VERDE II,S/N,AGUA LIMPA,16290000,SP,6255,0151201,"0119999,0121101"
36712455,2,,NUCLEO,COLONIAL DE GUATAPARA,SN,MOMBUCA,14115000,SP,7257,0115600,
39780254,2,,RODOVIA,WALDEMAR LOPES FERRAZ KM 583,SN,ZONA RURAL,15495000,SP,6985,0139306,
39907859,2,,RUA,BR DO RIO BRANCO,515,SANTO AMARO,04753001,SP,7107,8640202,
37380080,2,,SITIO,URTIGAO VII,SN,ZONA RURAL,17870000,SP,6417,0131800,"0133404,0133499,0139399,0151201,0151202,0151203"
38220902,2,,SITIO,LIMA,SN,DOS FRANCISCOS,18310000,SP,6453,0121101,"0133499,0133407,0133411"
41046041,2,,FAZENDA,4L,S/N,ZONA RURAL,15460000,SP,6497,0139306,
36852001,2,,RODOVIA,WALDEMAR LOPES FERRAZ KM 580,SN,ZONA RURAL,15495000,SP,6985,0139306,
40680641,2,,ESTANCIA,BELA VISTA,1,CORREGO DO MICO,15709899,SP,6597,0139306,
40126330,2,FAZENDA MATAO GLEBA AB,ESTRADA MUNICIPAL,SANTO ANTONIO DO ARACANGUA A VICENTINOPOLIS,S/N,ZONA RURAL,16130000,SP,2939,0115600,"0113000,0139399,0151201"
39166713,2,,FAZENDA,CAVALINHO,SN,ZONA RURAL,13524899,SP,7109,0116401,
38268578,2,,SITIO,SAO FRANCISCO DE ASSIS,S/N,EST MUNIC MONTE ALTO A TAIACU,15910000,SP,6727,0151201,0111302
40380006,2,,SITIO,RECANTO,S/N,CORREGO DA AGUA RUIM,15735000,SP,6151,0131800,0133408
40156634,2,,AREA,SITIO VIVICA,SN,AREA RURAL DE FERNANDOPOLIS,15613899,SP,6411,0139306,
41268603,2,,ESTRADA,VICINAL DE GUARA A RIBEIRAO CORRENTE,SN,ZONA RURAL,14580000,SP,6455,0113000,
37809215,2,,FAZENDA,CACHOEIRA,SN,ZONA RURAL,15240000,SP,6755,0113000,
39874141,2,,SITIO,SAO FRANCISCO,S/N,1 SECCAO DO NUCLEO COLONIAL,19500000,SP,6685,0139306,
39931677,2,,SITIO,NOSSA SENHORA APARECIDA,S/N,RURAL,14770000,SP,6341,0113000,"0139306,0151203"
39337062,2,,ESTRADA,ESTRADA FAZENDA SANTA MARIA - ALCEU,S/N,ZONA RURAL,15360000,SP,7147,0116401,0113000
41106188,2,,RUA,AMERICO SALES,00000,CENTRO,14680000,SP,6603,5620101,"4639701,4729699,5620102,7830200"
37195782,2,SITIO SANTO ANTONIO,SITIO,SANTO ANTONIO,S/N,ZONA RURAL,14740000,SP,7239,0113000,"0111302,0115600,0151201,0151202"
39441591,2,,AVENIDA,ORDEM E PROGRESSO,157,VARZEA DA BARRA FUNDA,01141030,SP,7107,6911701,
37450703,2,,SITIO,SANTO INACIO,S/N,SANTO INACIO,13539899,SP,6523,0113000,
37563880,2,RESIDENCIAL TERENCE,AVENIDA,AGOSTINHO MANFREDINI,2768,LOTEAMENTO PARQUE VERA CRUZ,12125610,SP,7197,4110700,
40147132,2,,AVENIDA,PRESIDENTE VARGAS,1265,JARDIM SAO LUIZ,14020273,SP,6969,6630400,7020400
38150836,2,,SITIO,SAO MARCOS,S/N,AREA RURAL DE TORRINHA,17369899,SP,7195,0151201,
39416209,2,,SITIO,SANTO ANTONIO,S.N,BOCAINA,15420000,SP,6459,0113000,"0111302,0151203"
39515464,2,,FAZENDA,SANTA ROSA,SN,ANAPOLIS,17680000,SP,6485,0119906,"0111302,0115600,0116401,0121101,0119903,0151201"
36740075,2,,RODOVIA,VICINAL PEDRO BORTOLETO,SN,SETE BARROCAS,13433899,SP,6875,0113000,
41216398,2,,AVENIDA,PAULISTA,1471,BELA VISTA,01311927,SP,7107,3313999,"2610800,2622100,4751201,5320201,5320202,6201501,6204000,6462000,6463800,7020400,8219999,9511800"
38046738,2,,SITIO,SAO BENTO,S/N,TAQUARAL,14968899,SP,6771,0113000,"0116401,0115600"
40733116,2,CONDOMINIO ALTUS VILA PRUDENTE,RUA,MARCELLO MULLER,200,JARDIM INDEPENDENCIA,03223060,SP,7107,4110700,
37498897,2,,SITIO,BELA VISTA I,S/N,ZONA RURAL,15109899,SP,0800,0113000,
41098470,2,,PRACA,FRANCISCO ORANGES,100,RIBEIRANIA,14096079,SP,6969,5620104,"4712100,5611201,8230001"
38490669,2,,SITIO,SAO PEDRO,S/N,AGUA NOVA,19978899,SP,6807,0113000,
41021708,2,,CHACARA,BOM JESUS,SN,ZONA RURAL,15150000,SP,6729,0113000,
40107944,2,,AVENIDA,DAMASCENO VIEIRA,147,VILA MASCOTE,04363040,SP,7107,3319800,"3321000,3329599,3811400,4321500,4322301,4322302,4330403,4330499,4399101,4751201,4754701,5211799,5212500,6209100,7020400,7112000,7119703,7119799,7733100,7739099"
39167124,2,,ESTRADA,MUNICIPAL HBR 323,SN,FUNDAO,13829899,SP,2953,0122900,
37791089,2,,FAZENDA,BARRO PRETO,SN,AREA RURAL DE PAULOPOLIS,17588899,SP,6901,0116401,0113000
37380070,2,,ESTRADA,MUNICIPAL,1,FURNAS,18170000,SP,6857,0121101,0119999
38028702,2,,FAZENDA,NOVA ANGELA / BARREIRINHO CAABREUVA,00,RURAL,14735000,SP,7139,0113000,0115600
37098595,2,,RUA,SERRA NEGRA,394,JARDIM JOQUEI CLUBE,14078640,SP,6969,4729699,"4637199,4712100,5620102,5620104"
40049475,2,,ESTRADA,"MUNICIPAL DE GUARANTA A PONGAI - KM 1,5",S/N,AREA RURAL DE GUARANTA,16574899,SP,6463,0139306,
37151655,2,,ALAMEDA,SANTOS,2224,CERQUEIRA CESAR,01418200,SP,7107,4669999,"2710401,2731700,3313901,3313999,3314701,3314717,3319800,3321000,3600601,4321500,4329105,4512901,4520001,4530703,4530706,4662100,4663000,5250802,5250803,6463800"
39547034,2,,RODOVIA,MARECHAL RONDON KM 280,S/N,BOM SUCESSO,18657899,SP,7103,0151201,"0111302,0115600"
39998813,2,,AVENIDA,NOE REZENDE,3381,JARDIM SAMELLO WOODS,14403721,SP,6425,4110700,
39619105,2,,ESTRADA,MUNICIPAL DO TAQUARI,S/N,ZONA RURAL,14470000,SP,6841,0151201,"0151202,0111302"
36981838,2,,ESTRADA MUNICIPAL,NEVES PAULISTA A MONTE APRAZIVEL,S/N,ZONA RURAL,15127899,SP,6751,0151201,"0151202,0151203,0111302,0155501"
39660371,2,,SITIO,SAO JOSE II,S/N,ZONA RURAL,15530000,SP,6359,0113000,"0111302,0115600,0116401"
39255857,2,,AVENIDA,BRIG FARIA LIMA,2232,JARDIM PAULISTANO,01489900,SP,7107,4772500,"4646001,4646002,4781400,5813100,6319400,7319002"
