cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
08337555,2,,GLEBA,SAO JOAO,0000,ESTRADA JAU - BARIRI,17220899,SP,6607,0113000,
08429574,1,,ESTRADA MUNICIPAL,SENTIDO URU A PIRAJUI,S/N,CANTAGALO,16650000,SP,7219,0151201,
07179361,2,,RUA,RIO GRANDE DO SUL,192,CENTRO,16250000,SP,6339,8630503,"6622300,8211300,8650002,8650003,8650005,8650006"
08526608,2,,SITIO,SANTA LUZIA,S/N,ZONA RURAL,13580000,SP,6959,0113000,"0111302,0119906"
08572929,2,,FAZENDA,SAO PAULO,SN,ZONA RURAL,14540000,SP,6503,0113000,0115600
08426390,2,,SITIO,SAROM I I,SN,CAMPO ALEGRE,15409899,SP,6779,0133404,
08016536,2,,FAZENDA,BOCAINA,SN,RURAL,13710000,SP,7167,0113000,
08199324,2,,SITIO,SANTA BARBARA,00,GAFANHOTO,17360000,SP,7195,0113000,"0111302,0115600"
08159314,2,,RODOVIA,"MIGUEL JABUR ELIAS DE P. GESTAL A AM. DE CAMPOS, 6KM",S/N,ZONA RURAL,15550000,SP,6135,0111302,0151201
08207665,2,,ESTANCIA,SANTA HELENA I,SN,RURAL,15495000,SP,6985,0115600,"0111302,0111399,0112101,0116401,0116402"
08103802,2,,SITIO,SAO PEDRO,S/N,FAZ SANTO ANTONIO,17480000,SP,6267,0119906,"0115600,0111399"
08614561,2,,ESTANCIA,MEIA PATA,S/N,ZONA RURAL,14680000,SP,6603,0113000,
07738207,2,,RUA,VISCONDE DO RIO BRANCO,90,CENTRO,12500190,SP,6469,6612605,
08044400,2,,RODOVIA,SP 333 NOVA AMERICA,S/N,ZONA RURAL,14900000,SP,6555,0113000,
07922952,2,,FAZENDA,LUAR DO SERTAO,SN,ZONA RURAL,17790000,SP,0812,0151201,0113000
09031167,2,,ESTRADA,SITIO BAIRRO ITAUNA,SN,ZONA RURAL,17740000,SP,6977,0113000,"0111302,0115600"
08555036,2,,SITIO,AGUA DE PEDRINHAS,S/N,FAZENDA PEDRINHAS,19865000,SP,2963,0115600,0111302
08044295,2,,ESTANCIA,SANTA HELENA,000,RURAL,14660000,SP,6999,0113000,0115600
07921787,2,,FAZENDA,TERRA MANSA,S/N,DA BAHIA,16309899,SP,6847,0113000,
08238690,2,,SITIO,DOIS IRMAOS,S/N,CORREGO DO MARRUCO,15770000,SP,7199,0151201,
08245758,2,,ESTRADA,DO BAIRRO RIO ABAIXO - SITIO JR,S/N,RIO ABAIXO,12140000,SP,7101,0151201,"0151202,0152102,0121101,0133499,0111302"
08871058,2,,CHACARA,SAO JORGE,SN,ZONA RURAL,13510970,SP,7035,0113000,
08034867,2,,ESTRADA MUNICIPAL,VERGILIO SCAVAZZA,KM 15,BELA VISTA,14300328,SP,6217,0113000,
06255543,2,,RUA,TAMOTSU IWASSE,215,VILA NOVA BONSUCESSO,07176000,SP,6477,2222600,2229302
08200553,2,,FAZENDA,QUATA,SN,SAO MATEUS,19780000,SP,6935,0113000,
07974320,2,,SITIO,SUZANO,SN,AREA RURAL DE SIMOES CAFELANDIA,16519899,SP,6277,0113000,
08014439,2,,SITIO,SOBRADINHO,S/N,CORREGO DO JAGUARA,15720000,SP,6805,0151201,
06057223,2,,RUA,EMILIO MOCO,S/Nº,JARDIM PAULISTA,14090218,SP,6969,4711301,"4691500,4721102,4721103,4722901,4761002,5212500,5611203,5620103,6619302,6619399,7490104,8299702"
05546464,2,,AVENIDA,OSVALDO HENRIQUE MATTOS,21,CENTRO,14140000,SP,6363,2945000,"3319800,3329599"
08099008,2,,FAZENDA,SAO BENEDITO - ESTRADA BARRETOS A IBITU - ENTRADA A DIREITA,S/N,ZONA RURAL,14788899,SP,6209,0113000,0116401
08389267,2,,SITIO,NOSSA SENHORA DA GUIA,SN,USINA,11960000,SP,6397,0151201,0152101
04803638,2,,RUA,CARLOS MARCONDES,201,JARDIM LIMOEIRO,12241421,SP,7099,7490104,"2733300,4321500,4661300,4663000,4683400,4685100,4689301,4742300,5211799,5320202,6202300,6203100,6311900,7020400,7312200,7719599,8299799"
09227037,2,,FAZENDA,PARAISO,S/N,ZONA RURAL,19210000,SP,7179,0151201,
08475895,2,,AREA,FAZENDA SANTA TEREZA,S/N,TAQUARA BRANCA,18879899,SP,6409,0119999,
08028494,2,,SITIO,PINGO D'AGUA I E II,SN,SAO SIMAO,17830000,SP,6421,0151201,
08553341,2,,FAZENDA,TRES MENINAS,-,ESTR CPOS NOVOS A ECHAPORA,19960000,SP,6297,0115600,"0111302,0116401,0119906,0113000"
08047566,2,,SITIO,PARREIRA,SN,RURAL,13860970,SP,6105,0131800,"0111302,0115600"
08389267,2,,SITIO,NOSSA SENHORA APARECIDA,SN,USINA,11960000,SP,6397,0151201,0152101
08756829,2,,ESTRADA ANTIGA,QUE LIGA SERTAOZINHO A PONTAL,S/N,SITIO,14160970,SP,7135,0113000,
08506830,2,,SITIO,IMACULADA CONCEICAO,S/N,RURAL,15880000,SP,7153,0113000,
08161258,2,,RODOVIA,"SP 215 - ENTRADA KM 52,4",SN,AREA RURAL,13700970,SP,6317,0131800,
08144338,2,,ALAMEDA,SANTOS,1165,CERQUEIRA CESAR,01419002,SP,7107,3314710,"3313901,3313999,3321000,3329599,4221905,4321500,4322302,4322303,4329199,4330499,4399103,4652400,4669999,4673700,4742300,4751201,4789099,7119703,7739099,9511800"
07209817,2,,RUA,ODORICO ANTUNES DE CAMPOS,26,PARQUE SAO BENTO,18072160,SP,7145,6190601,"4751201,6190602,6399200,8220200,9511800"
07943026,2,,ESTANCIA,FIGUEIRA,S/N,DOS NUNES,18740000,SP,7177,0111302,"0119905,0115600,0111303,0111399"
08003625,2,,SITIO,POUSO ALEGRE,SN,GALILEIA,15409899,SP,6779,0113000,
08541147,2,CLINICA CHALOUHI,AVENIDA,VEREADOR NARCISO YAGUE GUIMARAES,1145,CENTRO CIVICO,08780000,SP,6713,8630501,
08688561,2,,SITIO,SAO GUIDO,S/N,TAQUARI PONTE,13630970,SP,6887,0115600,"0111302,0111399"
08337555,2,,SITIO,SAO SEBASTIAO,000,BOA VISTA DE CIMA,17250000,SP,6203,0113000,
08827729,2,,SITIO,SITIO BOA ESPERANCA,0,ZONA RURAL,14200000,SP,7119,0113000,
08015873,2,,SITIO,NOSSA SENHORA APARECIDA,SN,ZONA RURAL,15330000,SP,6437,0113000,
08082022,2,,SITIO,SANTO ANTONIO,S/N,AGUA DOS MONTEIROS,19978899,SP,6807,0115600,"0111302,0113000"
08506830,2,,SITIO,SAO JOAO,S/N,RURAL,15880000,SP,7153,0113000,
07899160,2,,RUA,DONA ALEXANDRINA,950,VILA MONTEIRO (GLEBA I),13560290,SP,7079,6619302,"6619399,7490104,7810800,8219999,8291100"
05949736,2,SITIO EDIANA,RODOVIA,CAMILO PRINCIPE DE MORAES,SN,ZONA RURAL,18590000,SP,6237,0210101,
05392810,2,,ESTRADA,TENENTE MARQUES,5201,SITIO OUTRA BANDA,06534030,SP,7047,6424703,
05446196,2,SAICA PROFESSORA KALU,AVENIDA,DR SYLVIO DE CAMPOS,518,VILA PERUS,05204000,SP,7107,8730102,
08590617,1,,RODOVIA,"DR OCTAVIANO C. FILHO, SENT. NHAN. A MONCOES",S/N,MATO GROSSO DOS CASTILHOS,15190000,SP,6753,0113000,
07927222,2,,ESTRADA,MUNICIPAL BAIRRO BAIXA FRIA 500 METROS A ESQUERDA,SN,BAIXA FRIA,17650000,SP,6481,0151201,"0154700,0151202"
08015873,2,,SITIO,SAO SEBASTIAO,SN,ZONA RURAL,15330000,SP,6437,0113000,
07916144,2,,SITIO,PINHALZINHO,S/N,DOS NUNES,18740000,SP,7177,0111302,"0115600,0119905,0111303,0111399"
08015873,2,,SITIO,SAO JUDAS TADEU,SN,ZONA RURAL,15330000,SP,6437,0113000,
04914489,2,,RUA,JOSE PIRES NETO,76,CAMBUI,13025170,SP,6291,8630503,8630501
04757459,2,LEVEMAX SUPERATACADO JALES,AVENIDA MARGINAL,DOUTOR EDUARDO FERRAZ RIBEIRO DO VALLE,900,JARDIM BRASILIA,15706446,SP,6597,4639701,"1013902,4637199,4642701,4646002,4649401,4649408,4649499,4672900,4711302,4729699,4744001,4753900,4759899,4771704,4772500,4781400,4789005,5211799,5212500,8211300"
08098882,2,,SITIO,IRMAOS FERNANDES II,S/N,SANTANA,16310000,SP,6121,0113000,
08200752,2,,ESTANCIA,CANCAO NOVA,0,ZONA RURAL,19220000,SP,6745,0115600,"0111302,0151202"
06243721,2,NUTR'S,AVENIDA,BERNA,555,CASCATA,13146064,SP,6831,5620101,
08816144,2,,SITIO,NOVA ALIANCA,S/N,TABOLEIRO,17360000,SP,7195,0134200,"0111302,0115600"
08237404,2,,ENTRADA,DO BAIRRO LAGOA GRANDE,SN,LAGOA GRANDE,18419899,SP,6549,0111302,"0111303,0111399,0112199,0113000,0115600,0119903,0119904,0119905,0151201,0151202"
09038178,2,,SITIO,CAMPEAO,S/N,PINHALZINHO,18300999,SP,6305,0119999,0121101
06367990,2,,AVENIDA,COMEN MARTINELLI,276,AGUA BRANCA,05037170,SP,7107,4930202,"5120000,5250805"
08565760,2,,ESTRADA MUNICIPAL,RES. SJRIO PRETO P TALHADOS CORREGO RIO PRETO,S/N,ZONA RURAL,15010970,SP,7097,0151201,0151202
08857622,2,,ESTRADA,MUNICIPAL SANTO ANTONIO ARACANGUA A VICENTINOPOLIS,SN,ZONA RURAL,16130000,SP,2939,0151201,"0151202,0151203"
07705871,2,,RUA,SETE DE SETEMBRO,270,CENTRO,19970102,SP,6807,4741500,4744099
07926925,2,,ESTRADA MUNICIPAL,DE BIRIGUI AO BAIRRO AGUA BRANCA,KM 13,AGUA BRANCA,16200971,SP,6229,0151201,
08180552,2,,ESTRADA MUNICIPAL,DE GENERAL SALGADO A PRUDENCIO E MORAES,KM 08,ACOITA VAVALOS,15300000,SP,6439,0113000,
07999251,2,,ESTRADA,MAGDA A NOVA CASTILHO,S/N,MACAUBAS,15310000,SP,6667,0220904,0151201
08275105,2,,ESTANCIA,AELL V,S/N,AGUA BONITA,19780000,SP,6935,0151201,0151202
08897952,2,,SITIO,SITIO SAO GERALDO,SN,ROSEIRA,14900000,SP,6555,0113000,
04716276,2,,RUA,TAU NOBREGA,259,JARDIM SILVESTRE I,13905466,SP,6137,4645101,"4644301,4646001"
08344427,2,,ESTANCIA,ALONSO,SN,FAZENDA PEROBAS,15170000,SP,7169,0113000,
08044405,2,,SITIO,SANTA TEREZINHA,SN,GLEBA SECA,17960000,SP,6733,0113000,
08994106,2,,FAZENDA,VIWAM VI,S/N,BAIRRO DA AGUINHA,19780000,SP,6935,0113000,
08899768,2,,SITIO,FIGUEIRA,SN,ZONA RURAL,15570000,SP,6315,0113000,"0115600,0111302,0112101,0119905,0116401"
08730856,1,,CHACARA,C&A,S/N,CORREGO DO TAMBIU,15755000,SP,7207,0151201,"0151202,0131800,0111302,0121101"
08159314,2,,EST. VIC. MUNICIPAL,"DE AMERICO DE CAMPOS A PALESTINA, 30 KM, ENT A ESQUERDA",S/N,ZONA RURAL,15470000,SP,6801,0113000,0151201
08053079,2,,FAZENDA,MATO BOM,SN,ZONA RURAL,17530970,SP,6681,0119908,"0119906,0151201,0151202"
07974093,2,,ESTRADA,"MUNICIPAL JOSE DE PONTES RIBEIRO, KM 08",SN,RURAL,18640000,SP,6823,0151201,"0111302,0115600,0119905"
05500934,2,,RUA,AGENOR MEIRA,12-40,CENTRO,17015301,SP,6219,8220200,"8219999,8291100"
08719435,2,,SITIO,BOA VISTA,S/N,RURAL,17408899,SP,6435,0119906,
08330867,2,,ESTRADA MUNICIPAL,BOM RETIRO,S/N1CA,BOM RETIRO,18540000,SP,6913,0113000,"0111302,0151201,0121101"
07978154,2,,FAZENDA,BAGAGEM,SN,AREA RURAL DE IBITU,14789899,SP,6209,0131800,
08245696,2,,SITIO,PALHARES,00,CRUZ COBERTA,13909899,SP,6137,0151203,
07998345,2,,FAZENDA,DONA MARIANA,SN,AREA RURAL DE PARAGUACU PAULISTA,19714899,SP,6811,0115600,0111302
08407105,2,,FAZENDA,SANTO ANTONIO,SN,ZONA RURAL,19680000,SP,6613,0115600,0111302
06881082,2,,AVENIDA,YERVANT KISSAJIKIAN,1812,VILA JOANIZA,04428000,SP,7107,4759899,"4712100,4713002,4721104,4729699,4744001,4755503,4761003,4763601,4763602,4763603,4781400,4782201,4782202,4789001,4789004"
08216974,2,,ESTRADA,BAIRRO DUAS PONTES,S/N,BAIRRO DUAS PONTES,16649899,SP,6193,0113000,"0151201,0151202"
08555119,2,,RODOVIA,RODOVIA MG 460,SN,PITANGUEIRAS DE CIMA,12990000,SP,6837,0119999,
08413021,2,,SITIO,SANTO ANTONIO,SN,AREA RURAL DE PRESIDENTE PRUDENTE,19140899,SP,6929,0151201,0111302
08615800,2,,CHACARA,DO TREVO,SN,RURAL,15220000,SP,6691,0151201,
08040957,2,,FAZENDA,VALE ENCANTADO,SN,ZONA RURAL,14110000,SP,6969,0113000,
08845676,2,ESPACOLASER,AVENIDA,DOM PEDRO I,7181,JARDIM BARONESA,12091000,SP,7183,8650004,9602502
08524657,2,,SITIO,SANTA RITA DO OLEO,S/N,ZONA RURAL,14240000,SP,6289,0113000,"0134200,0111302"
08213538,2,,SITIO,ITO,SN,ANAPOLIS,17680000,SP,6485,0116401,0111302
07035472,2,,RUA,CORONEL JOAO F. DE GODOY,04,COLONINHA,13840187,SP,6715,8630506,
07952246,2,,SITIO,NOSSA SENHORA DE FATIMA II,S/N,ZONA RURAL,13650000,SP,7027,0113000,
08922357,2,,SITIO,CONQUISTA,KM 10,GUARACAI A JUNQUEIROPOLIS,16980000,SP,6457,0151201,"0154700,0153902"
08244883,2,,FAZENDA,FLORIDA - GLEBA B,S/N,BAIRRO,16439899,SP,6445,0113000,
08418275,2,,SITIO,SANTA ADELIA,S/N,ZONA RURAL,15530000,SP,6359,0116401,
07398533,2,USINA GUARIROBA - FAZENDA RIO TURVO,FAZENDA,RIO TURVO,SN,RURAL,15570000,SP,6315,0113000,0161003
07398533,2,USINA GUARIROBA - FAZENDA PRESSA,FAZENDA,PRESSA,SN,R,15490000,SP,6833,0113000,0161003
07677411,2,,AVENIDA,31 DE MARCO,453,CENTRO,18110005,SP,7243,8291100,"6619302,6619399,7490104"
08066446,2,,SITIO,COCAIS DO RIO VERDE/SANTA TEREZINHA,S/N,ZONA RURAL,13715000,SP,6577,0119903,"0111302,0119904"
08029832,2,,SITIO,REASSENT POP RURAL BURITIS A22E,S/N,ZONA RURAL,17990000,SP,6829,0151201,"0151202,0113000"
07974286,2,,ESTRADA,ESTRADA MUNICIPAL DA FORMA,S/N,AREA RURAL DE SAO LOURENCO DO TURVO,15999899,SP,6687,0113000,
07998092,2,,ESTRADA MUNICIPAL,DE OLIMPIA A RIBEIRO DOS SANTOS,SN,AREA RURAL,15409899,SP,6779,0131800,
08390352,1,,RODOVIA,FELICIANO SALES CUNHA,KM 06,LIMOEIRO,15300000,SP,6439,0151202,"0151201,0113000,0111302"
09095299,2,,SITIO,NOSSA SRA. APARECIDA II,SN,ZONA RURAL,16250000,SP,6339,0113000,
08502266,2,,ESTRADA,MUNICIPAL PARA O BAIRRO UNIAO,0,ZONA RURAL,19430000,SP,6675,0151201,"0111302,0113000"
08099528,2,,CHACARA,LAGO AZUL,S/N,PASSA TRES,12930000,SP,2955,0121101,"0133402,0119906,0131800"
08177094,2,,FAZENDA,SAO JUDAS TADEU,SN,ZONA RURAL,15150000,SP,6729,0113000,"0151201,0111302"
08115889,2,,SITIO,NOSSA SENHORA APARECIDA II,0,AGUA DO QUEIXADA,19886899,SP,6301,0115600,0111302
08501024,1,,FAZENDA,VITORIA,S/N,APARECIDA,14968899,SP,6771,0113000,"0116401,0151203,0151201"
09093910,2,,RUA,ITINGUCU,1896,VILA RE,03658001,SP,7107,6619399,"6619302,7312200,7733100,8220200,8291100"
09093910,2,,RUA,MONTENEGRO,293,CENTRO,11410040,SP,6475,6619399,"6619302,7312200,7733100,8220200,8291100"
08494727,2,,SITIO,VADICO,S/ N,ZONA RURAL,17408899,SP,6435,0134200,
08224737,1,,FAZENDA,"SANTO ANTONIO, PERIMETRO III, ESTR.MUN. GUAIRA A SERTAOZINHO",S/N,ZONA RURAL,14790000,SP,6449,0113000,"0115600,0111302"
04972092,2,,RODOVIA,RAPOSO TAVARES,22800,LAGEADINHO,06709015,SP,6361,4724500,"1091102,4711302,4721102,4722901,4789002,5223100,5611201,5611203,5620103,7490104"
07190699,2,CEI PINTANDO O SETE,RUA,DOM MATEUS DE ABREU PEREIRA,76,JARDIM SANTO ANDRE,08390040,SP,7107,8511200,
08845676,2,ESPACOLASER,AVENIDA,REBOUCAS,2636,PINHEIROS,05401450,SP,7107,8650004,9602502
08019361,2,,ESTRADA MUNICIPAL, DE AURIFLAMA A DIRCE REIS,SN,LIMOEIRO,15350000,SP,6183,0151203,"0151201,0141502,0111302,0119901,0141501"
08521409,2,,SITIO,SANTA MARIA,SN,RURAL,15880000,SP,7153,0113000,
08167770,2,,FAZENDA,ESPIRITO SANTO,S/N,ESPIRITO SANTO,13350000,SP,6399,0113000,
08677135,2,,ESTRADA,TABAPUA A NOVAIS KM 09 A DIREITA,0,RURAL,15880000,SP,7153,0133404,
08200456,2,,FAZENDA,SANTA LUZIA,SN,ZONA RURAL,19600000,SP,6945,0115600,0111302
08105441,2,,SITIO,CABECEIRA,S/N,AGUA DO ALMOCO,19886899,SP,6301,0115600,0111302
08091444,2,,FAZENDA,PINHAL,SN,RURAL,18701971,SP,6189,0151201,"0151202,0152102"
05296106,2,EDUGRAN,AVENIDA,GUAPIRA,501,TUCURUVI,02265001,SP,7107,4789099,4754701
08382169,2,,SITIO,SANTA LUZIA,SN,ZONA RURAL,15360000,SP,7147,0151201,"0116401,0115600,0111302,0119999"
08040790,2,,FAZENDA,CABREUVA,SN,RURAL,15409899,SP,6779,0115600,
08180584,2,,RODOVIA,"EUCLIDES DA CUNHA, KM 503",S/N,ZONA RURAL,15530000,SP,6359,0111302,0151203
08682436,2,,ESTRADA,VICINAL ITAPOLIS,1,ZONA RURAL,14910000,SP,7155,0113000,
08023471,2,,SITIO,SANTA LUCIA,00,PATINHOS,16370000,SP,6933,0151201,0151202
08425066,2,,ESTRADA,"SPT 361 KM 1,0",SN,RIBEIRAO CLARO,18944899,SP,7111,0115600,"0111302,0151201,0151203"
08443675,2,,SITIO,LAGEADO,SN,RURAL,14570000,SP,6265,0151202,0111302
08670943,2,,SITIO,SAO RAFAEL,SN,ZONA RURAL,15930000,SP,6303,0133404,"0133499,0139399,0119999"
07086487,2,CEVA VETERINARIA,AVENIDA,SELMA PARADA,201,JARDIM MADALENA,13091605,SP,6291,8211300,
07973916,2,,SITIO,POUSO ALEGRE,SN,AREA RURAL DE OLIMPIA,15409899,SP,6779,0113000,
08614428,2,,ESTANCIA,SANTA VIRGINIA,SN,ZONA RURAL,19450000,SP,6283,0116401,"0119903,0111302,0115600,0119999"
06893244,2,,RUA,PORTUGAL FREIXO,242,CENTRO,08674170,SP,7151,8630503,8630502
08037828,2,,ESTRADA MUNICIPAL,GLICERIO AO BAIRRO BREJINHO,KM-8,CAXIMBA,16270000,SP,6443,0115600,0111302
