cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
07997900,1,,ESTRADA,"DE IPUA AO GOLFO, PASSA A FAZ PLANANTO, ENTR A DIR + 500 MTS",S/N,ZONA RURAL,14610000,SP,6527,0115600,0111302
07997916,1,,FAZENDA,PRESIDENTE,S/N,SALTINHO,19360000,SP,7055,0151201,
07985644,2,,FAZENDA,PASTOREIO,S/N,TIMBORE,16900005,SP,6141,0113000,0111302
07997956,1,,SÍTIO,TADOKORO,S/N,TANQUE,12940970,SP,6181,0122900,"0111302,0119905,0119906"
07997966,1,,FAZENDA,SAO PEDRO,S/N,PAIOL,17490001,SP,6889,0210101,"0151201,0139306"
07998011,1,,SÍTIO,SANTA JULIA,SN,FAZENDA PALMEIRAS,15290000,SP,6263,0151202,"0151201,0151203"
07998023,1,,SÍTIO,VISTA ALEGRE,S/N,VIEIRAS,18185000,SP,6859,0132600,"0116499,0133409"
07974582,2,,SÍTIO,TAPAJOS,S/M,SAO BARTOLOMEU,19410000,SP,6869,0151201,
07998052,1,,FAZENDA,SAO PAULO,S/N,MARIMBONDO,15460000,SP,6497,0151201,0111302
07998068,1,,SÍTIO,ESPERANCA,S/N,CONQUISTA,18400970,SP,6549,0115600,
07998079,1,,ESTRADA,"MUN.VAL.GENTIL A FLOREAL A 4,3 KM MAIS 350 MT.ENTR. ESQUERDA",S/N,ZONA RURAL,15520000,SP,7223,0151201,0111302
07998091,1,,SITIO,SANTANA,SN,SANTANA,15430000,SP,6117,0131800,"0111302,0151201"
07998109,1,,OUTROS,ESTANCIA PLANALTO IV,SN,ZONA RURAL,15370000,SP,6849,0151201,
07998134,1,,FAZENDA,SANTA CRUZ,S/N,SANTA CRUZ,18470000,SP,6971,0151201,0111302
07998191,1,,RODOVIA,"CAFE, CRISTAIS PTA A JERIQUARA KM 13 ESQUERDA",S/N,RURAL,14450000,SP,6609,0134200,0111302
07998213,1,,FAZENDA,RANCHO GRANDE,S/N,ZONA RURAL,19350000,SP,2961,0119908,0111302
07998227,1,,OUTROS,ESTANCIA SAO JUDAS,S/N,ALIANCA,17650000,SP,6481,0151201,
07998291,1,,ESTRADA,DA RESSACA,5738,POTUVERA,06887300,SP,6545,0155505,0155501
07998335,2,,SÍTIO,SANTA CRUZ,S/N,AGUA DA GUAMIXAMA,18900000,SP,7029,0119906,
07998351,1,,SÍTIO,SANTA RITA,S/N,SAO PEDRO DOS MORRINHOS,13710000,SP,7167,0131800,
07998382,1,,SÍTIO,TERRA NOVA,S/N,RURAL,14300001,SP,6217,0111302,0113000
07998395,1,,SÍTIO,SANTO ANTONIO,S/N,GINASIO,17980000,SP,6809,0151201,
07998425,1,,AVENIDA,CORONEL SEZEFREDO FAGUNDES,16.421,NUCLEO DO ENGORDADOR,02368000,SP,7107,9491000,9430800
07998482,1,,SÍTIO,SAO JOAQUIM,SN,RIBEIRAO BONITO,19640000,SP,6499,0151202,0151203
07998497,1,,FAZENDA,MARIA OFELIA,S/N,RURAL,15370000,SP,6849,0151201,
07998629,1,,SÍTIO,SANTA MARIA,SN,AROEIRA,15580000,SP,6701,0151202,0151203
07998643,1,,ESTRADA,MUN DE STA IZABEL DO MARINHEIRO SENT PARISI KM 05,S/N,ZONA RURAL,15630000,SP,6839,0111302,"0115600,0119905,0119909,0151201,0151202"
07998658,1,,FAZENDA,SAO JOAQUIM,S/N,RURAL,14415000,SP,6827,0113000,
07998673,1,,RODOVIA,RONAN ROCHA SENT FRANCA A ITIRAPUA KM 07 A ESQ,S/N,RURAL,14400010,SP,6425,0111302,"0151201,0111301"
07998691,1,,SÍTIO,SANTA ROSA,S/N,COCEICAO,13165000,SP,2949,0131800,
07998708,1,,RUA,MARIA MERCEDES FEA,268,SABOO,11085100,SP,7071,8112500,
07998825,1,,FAZENDA,MORRO FRIO,S/N,CAMPO ALEGRE,17380000,SP,6259,0151201,0113000
07998840,1,,SÍTIO,SAO JOAO,S/N,PEROBINHA,19300000,SP,6925,0116499,"0151201,0112199,0119999"
07998854,2,,FAZENDA,BARRA NOVA,S/N,BARRA NOVA,18900000,SP,7029,0115600,
07999008,1,,RUA,JANDIATUBA,630,VILA ANDRADE,05716150,SP,7107,7020400,"6201501,6209100,8599603,8599604"
07999240,1,,SÍTIO,BOM JESUS,S/N,CORREGO DO CIGANO,15770000,SP,7199,0151201,
07927626,2,,SÍTIO,SAO DOMINGOS,S/N,SANTA MARIA,19740000,SP,6243,0151202,
07999265,1,,SÍTIO,BOA VISTA,S/N,RURAL,13730080,SP,6711,0119904,"0151201,0111302,0119999"
07999457,1,,SÍTIO,TRES BARRAS,S/N,CORQUINHO,18790000,SP,6777,0151202,0151203
07999468,1,,SÍTIO,SANTO ANTONIO,S/N,AGUA DA PIRAPITINGA,19880000,SP,6301,0115600,0111302
07974750,2,,SÍTIO,SANTA MARIA,S/N,AGUA DO DOURADO,19820000,SP,7267,0113000,
07999748,1,,SÍTIO,NOSSA SENHORA APARECIDA,S/N,CORREGO DO FORMOSO,15685000,SP,0808,0111302,
07999776,1,PDT,PRACA,FREI DIONISIO ANTONIO MARINELLI,55,CENTRO,17810000,SP,6679,9492800,
07999850,1,,FAZENDA,SANTO ANTONIO PINHALZINHO,SN,POUSO ALEGRE DE CIMA,17201970,SP,6607,0113000,"0151201,0111302,0134200"
07999920,1,,FAZENDA,ARAPUCA,S/N,ARIGO,19470000,SP,6927,0151201,
07999932,1,,AVENIDA,FRANCISCO RODRIGUES FILHO,S/N,ITAPETI DO SALTO,08840000,SP,6713,0116499,"0112199,0119999"
08000057,1,,SÍTIO,SAO MATEUS,S/N,NOEMIA,19260000,SP,6705,0151202,"0112101,0151203"
07962238,2,,SÍTIO,NOSSA SENHORA APARECIDA,S/N,CORREGO ELISEO,16210000,SP,6227,0151201,
08000087,1,,SITIO,SAO JORGE,SN,AGUA DO PORTO SEGURO,19880000,SP,6301,0111302,"0119906,0115600"
08000100,1,,SÍTIO,GIOTTO,SN,QUILOMETRO SETE,17650000,SP,6481,0151201,
08000205,1,,FAZENDA,SAO DELFINO,S/N,RURAL,18670000,SP,6171,0113000,0153902
07985672,2,,FAZENDA,NOSSA SENHORA DA ESPERANCA,S/N,CORREGO CACHOEIRA,15170000,SP,7169,0113000,0151201
08000324,1,,CHÁCARA,SANTA MARIA,S/N,DOS MACHADOS,14801970,SP,6163,0134200,"0159801,0131800"
08000336,1,,SÍTIO,SANTA CRUZ,S/N,AGUA DO QUEIXADA,19880000,SP,6301,0115600,"0119906,0111302"
08000349,1,ASS MORADORES DO NUCLEO HABITACIONAL VILA JACYRA,TRAVESSA,LUANDA,73,JD. DAS NACOES,09941030,SP,6377,9430800,"9493600,9499500"
08000546,1,,SÍTIO,SANTO ANTONIO,SN,ESTRADA 8,15775000,SP,7033,0111302,0134200
08000555,1,,SÍTIO,SANTO ANTONIO,S/N,AGISSE,19600000,SP,6945,0151202,"0111302,0111301,0151203"
08000845,1,,SÍTIO,NOSSA SENHORA DO CARMO,S/N,MARACANA,13240000,SP,6605,0210101,
08000860,1,,CHÁCARA,PAULISTA,SN,RESERVADO,19160000,SP,6125,0151201,0111302
08000870,1,,SITIO,PRIMAVERA,SN,SEI-LA,19360000,SP,7055,0151201,
08001179,1,,CHÁCARA,DAS FLORES,S/N,SEDE,16500000,SP,6277,0116499,"0112199,0119999"
08001296,1,,SÍTIO,SANTA TEREZINHA,SN,AGISSE,19600000,SP,6945,0151201,0153902
08001383,1,,SÍTIO,CABANA DE LA NANDA,SN,CHAPARRAL,19700000,SP,6811,0151201,
08001520,1,,FAZENDA,BOA ESPERANCA,S/N,CORREGO DO ESTREITO,15718000,SP,2987,0151201,
08001532,1,,OUTROS,ESTANCIA SOSSEGO,S/N,OUVIDIO,19220000,SP,6745,0151201,
07934916,2,,SÍTIO,MULLER,S/N,AGUA DO DOURADO,19820000,SP,7267,0113000,
08001571,1,,ESTRADA,CATANDUVA  A ELISIARIO,S/N,RURAL,15823000,SP,2975,0151201,
08001582,1,,FAZENDA,SAO JOSE,S/N,DOS VIEIRAS,12500970,SP,6469,0115600,"0111302,0111301,0119905,0111399,0151201"
08001607,1,,SÍTIO,SANTO ANTONIO,S/N,AROEIRA,15840000,SP,6539,0151201,
08001622,1,,FAZENDA,TANAKA,SN,FORMOSA,16980000,SP,6457,0151201,
08001634,1,,FAZENDA,SAO JOAO,SN,AMANDABA,16800000,SP,6703,0151201,0119901
07937613,2,,ESTRADA MUNICIPAL,ARACATUBA AO BAIRRO JANGADINHA,KM 38,JANGADINHA,16010000,SP,6155,0151201,0111302
08001660,1,,CHÁCARA,BELA VISTA,SN,SANTA LINA,16800000,SP,6703,0133499,"0116499,0151201"
08001674,1,,SÍTIO,SANTO ANTONIO,S/N,DO BOMBO,17500970,SP,6681,0111302,0151202
08001685,1,,ESTRADA,MUNICIPAL BEBEDOURO A TERRA ROXA,S/N,ZONA RURAL,14700999,SP,6221,0121101,"0131800,0142300"
08001701,1,,ESTRADA,MUNICIPAL ARACATUBA / BILAC,KM 18,FAZENDA BAGUASSU,16023220,SP,6155,0151201,0151202
08001710,1,,FAZENDA,SANTA MARIA,00,FARELO,16360000,SP,6187,0113000,
08001741,1,,SÍTIO,NOSSA SENHORA APARECIDA,S/N,COR DO SCHMIDT,15750000,SP,7015,0151201,0131800
08001770,1,,RODOVIA,UBATUBA/CARAGUATATUBA,S/N,MARANDUBA,11680000,SP,7209,0121101,"0141501,0142300"
08001781,1,,SÍTIO,AGUA LIMPA CERVO,S/N,AGUA LIMPA DO CERVO,15840000,SP,6539,0134200,"0151201,0133404"
08001811,1,,SÍTIO,SAO LUIZ,S/N,BAIRRO CORREGO TAQUARUCU,15150000,SP,6729,0139306,0131800
07985681,2,,CHÁCARA,SIMONE,S/N,ENXOVIA DE BAIXO,18270001,SP,7181,0122900,"0141501,0142300"
07977603,2,,FAZENDA,TERRA NOVA,SN,TIMBORE BEDEU,16900005,SP,6141,0151201,0111302
08001862,1,,FAZENDA,SANTO ANTONIO,S/N,SALTINHO,19600000,SP,6945,0119908,"0116401,0119999"
08001874,1,,SÍTIO,PEDERNEIRAS,S/N,BAIRRINHO,13390000,SP,6981,0151201,0113000
08001886,1,,FAZENDA,SANTA ISABEL DO IPE,S/N,ANCHIETA,17890000,SP,6621,0151201,
08001910,1,,SÍTIO,SANTA MARIA I,S/N,CORREGO DO PAPAGAIO,15825000,SP,6815,0131800,"0133404,0119901,0119902,0119908,0133402,0133408,0133410,0119999,0121101,0133499,0159801"
08001921,1,,FAZENDA,BOA VISTA DO ALAMBARI,1,BOA VISTA DO ALAMBARI,18935000,SP,7253,0115600,0111302
08001930,1,,FAZENDA,SAO MATEUS,S/N,BOCAINA,15225000,SP,2971,0151201,
08001946,1,,ESTRADA MUNICIPAL,ARACATUBA AO B. DO CORREGO DO ROBERTO,KM 40,CORREGO ELISEO,16010000,SP,6155,0151201,
08001958,1,,RODOVIA,PERICLES BELINI KM 148,S/N,ZONA RURAL,15540000,SP,6123,0113000,
07988774,2,,SÍTIO,SAO JOSE,S/N,SEDE,14870999,SP,6587,0113000,
08001997,1,,SÍTIO,DAS PALMEIRAS,S/N,MATAO,18290000,SP,6261,0119909,"0151201,0111302"
08002012,1,,RUA,NOBURO HIRAYAMA,S/N,MACUCO,13279454,SP,7225,0133499,0139399
07993558,2,,FAZENDA,SANTA TEREZINHA,S/N,DEZESSETE,19260000,SP,6705,0151201,0111302
08002037,1,,RODOVIA,MARILIA  A ASSIS,000000,AVENCAS,17500970,SP,6681,0151201,0151202
08002050,1,,SÍTIO,CHACARA SANTO ANTONIO,S/N,RURAL,14910000,SP,7155,0131800,
08002062,1,,SITIO,SANTO ANTONIO - ESTRADA DE GUAIRA A IPUA,S/N,RURAL,14790000,SP,6449,0115600,0111302
08002077,1,,ESTRADA,MUNICIPAL DO RIO DO PEIXE,S/N,RIO DO PEIXE,11790000,SP,6845,0133402,
08002089,1,,SÍTIO,SAO JOSE,S/N,LAGEADO,17360000,SP,7195,0155501,0134200
08002134,1,,OUTROS,GALDINO,S/N,CORREGO DO VEADAO,15650000,SP,6405,0151201,
08002268,1,,SÍTIO,MARIALVA,S/N,GRAMADINHO,18218000,SP,6547,0132600,
08002393,1,,SÍTIO,SANTA CECILIA,SN,BARRANCO VERMELHO,18970000,SP,6337,0113000,
08002406,1,,SÍTIO,CORREGO DO LARANJAL,0,BAIRRO CORREGO DO LARANJAL,14910000,SP,7155,0131800,
08002422,1,,FAZENDA,SANTA MARIA,S/N,GARDENIA,19600000,SP,6945,0151202,0151203
08002546,1,,CHÁCARA,SAO JUDAS TADEU,S/N,DOS BAMBUS,18540000,SP,6913,0121101,"0133499,0116499,0111302,0141501,0142300"
08002559,1,,SÍTIO,AGUA DA JUSSARA,S/N,AGUA DA JUSSARA,19600000,SP,6945,0151201,
08002824,1,,SÍTIO,LAGOA,L.06,SANTA ROSA,19275000,SP,7255,0119906,"0119999,0151201,0151202,0322101,0322199"
08002849,1,,ESTRADA,MUNICIPAL DA BOA VISTA,SN,BOA VISTA,15355000,SP,6479,0151202,0151203
08002874,1,,ESTRADA,BAIXO GUANHANHA,S/N,RAPOSO TAVARES,11760000,SP,6567,0133402,
08003024,1,,RUA,JACOB CORTEZ,52,JARAGUA,02992140,SP,7107,9430800,"9493600,9499500,8512100,8511200"
08003327,1,BRILHEMAIS,RUA,CEL ARTHUR WHITAKER,677,CENTRO,13690000,SP,6375,4772500,
08003355,1,,ESTRADA,"MUNICIPAL QUE LIGA ALVARES FLORENCE A VOTUPORANGA, A 9 KM",S/N,ZONA RURAL,15540000,SP,6123,0139306,0151203
08003365,1,,FAZENDA,UNIAO,S/N,SANTO INACIO,19680000,SP,6613,0151201,
08003540,1,ASSOCIACAO ADESP,RUA,ANTONIO THADEO,529,LAJEADO,08450160,SP,7107,8800600,9430800
07953422,2,,ESTRADA MUNICIPAL,BILAC PARA PIACATU,"KM 7,0",CORREGO DA COLONIA,16210000,SP,6227,0151201,0111302
08003602,1,,FAZENDA,MONICA,S/N,CAPIVARI,19600000,SP,6945,0151201,0152102
08003612,1,,RODOVIA,"NELSON NOGUEIRA, K 05",S/N,ZONA RURAL,14400005,SP,6425,0134200,
08003629,1,,SÍTIO,ESTANCIA GIRASSOL,S/N,FAZENDA SERTAO DOS INACIOS,15155000,SP,6591,0151201,
08003738,1,,SÍTIO,SANTA LOURDES,S/N.,ALTO ALEGRE,16250000,SP,6339,0151201,0116499
08003752,1,,SÍTIO,SANTA LOURDES,S/N.,ALTO ALEGRE,16250000,SP,6339,0151201,
08003764,1,,SÍTIO,SAO JOSE,S/N.,ALTO ALEGRE,16260000,SP,6351,0151201,0134200
08003834,1,,RUA,DIANA,512,PERDIZES,05019000,SP,7107,7111100,
08003901,1,,SÍTIO,SITIO  SANTA ANITA,S/N,SERRINHA,18660000,SP,0814,0134200,0116499
08003950,1,,RUA,MAL MASCARENHAS DE MORAES,179,VILA MARGARIDA,11330000,SP,7121,9492800,
08004086,1,,CHÁCARA,ESPERANCA,S/N,CORREGO DO CONGO,15170000,SP,7169,0151201,
08004280,1,,SÍTIO,SANTO ANTONIO I,S/N,SANTANA,16310000,SP,6121,0151202,"0151201,0113000"
07962331,2,,RODOVIA,FELIPE CALIXTO KM 8 - SENTIDO RIBEIRAO CORRENTE A FRANCA,S/N,ZONA RURAL,14445000,SP,6963,0134200,
08004787,1,,SÍTIO,SAO JOSE,S/N,BORRALHO,17320000,SP,6697,0151201,0113000
08004797,1,,RUA,SANTA CATARINA,120,DISTRITO DE POTUNDUVA,17220000,SP,6607,9430800,"9493600,9499500"
05890499,1,,RUA,MORAES BARROS,1216,CIDADE ALTA,13419240,SP,6875,7820500,"7810800,8121400"
08004886,1,,FAZENDA,SAO JOSE,SN,CORREGO SAO JERONIMO,15250000,SP,7215,0113000,"0151201,0139306"
08005090,1,,SÍTIO,LAGOA,S/N,ZONA RURAL,14120000,SP,6393,0113000,0116401
08005146,1,,FAZENDA,SUCURI,S/N,ZONA RURAL,14640000,SP,6739,0151201,"0151202,0111302,0115600,0113000"
08005187,1,,FAZENDA,SANTO ANTONIO,S/N,GUAMIXAMA,18900000,SP,7029,0113000,
08005202,1,,SÍTIO,IZUNO,S/N,SOROCABUSSU,18150000,SP,6495,0121101,"0141501,0142300"
08005262,1,,SÍTIO,DOIS IRMAOS TANIKAWA,S/N,FAZENDA NOVA,17500970,SP,6681,0111302,0116401
08005277,1,,OUTROS,ESTANCIA SAO CARLOS,S/N,PEROBAL,16290000,SP,6255,0151202,"0151201,0151203"
08005299,1,,SÍTIO,BONANZA,S/N,LAGEADO,17360000,SP,7195,0134200,"0210101,0151201"
07985735,2,,FAZENDA,SAO PEDRO,S/N,BARRA MANSA,17230000,SP,6559,0113000,0151201
08005318,1,,FAZENDA,ESTANCIA RECREIO,SN,ALEGRIA,17580000,SP,6901,0151201,0121101
07985681,2,,CHÁCARA,SIMONE,S/N,ENXOVIA DE BAIXO,18270001,SP,7181,0122900,"0141501,0142300"
08005344,1,,SÍTIO,YAOITA,S/N,SEGUNDA ALIANCA,16830000,SP,6703,0151201,0133499
07949889,1,,RODOVIA,"SP-333, KM 155",S/N,LAGOA,15900000,SP,7175,0131800,
08005368,1,,SÍTIO,HARAS 4 M,S/N,ALELUIA,18285000,SP,6333,0151201,0151202
08005385,1,,SÍTIO,SANTA ELIZA,S/N,CONGONHAS,15840000,SP,6539,0133404,
08005396,1,,OUTROS,ESTANCIA VALE VERDE,S/N,ZONA RURAL,15718000,SP,2987,0151201,0151202
08005424,1,,SITIO,NOSSA SENHORA APARECIDA,SN,FAZENDA BARRA FUNDA,15109899,SP,0800,0155501,0151201
08005450,1,,SITIO,MATUMOTO,S/N,PONTE ALTA,12940970,SP,6181,0122900,"0111302,0119905"
08005459,1,,RODOVIA,FELICIANO SALES CUNHA,582,LIMOEIRO,15355000,SP,6479,0151201,
08005474,1,,FAZENDA,SAO PAULO,SN,BARREIRO,16980000,SP,6457,0119901,
07991491,2,,FAZENDA,SERRINHA,S/N,SANTO ANTONIO,17250000,SP,6203,0113000,0210101
08005510,1,,SÍTIO,DOS IPES,SN,PINHAL E PALMEIRA,12530000,SP,6373,0151202,"0111302,0151203"
08005525,1,,SÍTIO,LAGOA,-,BATISTA,18430000,SP,6961,0119909,
08005550,1,,FAZENDA,MIGUELZINHO,SN,PINGA,13400970,SP,6875,0151202,"0155501,0151203"
08005573,1,,ESTRADA,SANTA RITA,SN,CAPUTERA,08766000,SP,6713,0121101,
08005587,1,,ESTRADA,DE PARELHEIROS,971,CIPO,06900000,SP,6403,0121101,"0141501,0142300"
08005602,1,,RODOVIA,MARECHAL RONDON ARAATUBA A GUARARAPES,KM 20,CORREGO DA DIVISA,16058703,SP,6155,0151201,
08005620,1,,SÍTIO,TATIBANA,SN,2 ALIANCA,16800000,SP,6703,0151201,"0116499,0133499"
07991491,2,,FAZENDA,DOIS IRMAOS,S/N,SANTO ANTONIO,17250000,SP,6203,0113000,"0111302,0210101"
08005655,1,,FAZENDA,BANANAL,S/N,LAGEADO,18870000,SP,6409,0151201,
08005665,1,,FAZENDA,CATANDUVA,S/N,CATANDUVA,19160000,SP,6125,0151201,
08005679,1,,FAZENDA,ESPERANCA,S/N,AGUA DO CARACOL E BEBEDOURO,19990000,SP,6895,0111302,0151201
08005693,1,,SÍTIO,LEITEIRO,0,LEITEIRO,14900000,SP,6555,0131800,0151201
08005701,1,,SÍTIO,PIRACICABA,S/N,ALMEIDA,13400970,SP,6875,0155501,
08005709,1,,RODOVIA,DR PLACIDO ROCHA,KM 25,LAGOA SECA,17800000,SP,6101,0151201,0113000
08005724,1,,FAZENDA,MONTE ALEGRE,S/N,SERTAO DOS INACIOS,15120000,SP,6751,0151201,"0139306,0111302,0112199,0151202"
08005731,1,,FAZENDA,SAO JOSE,S/N,SEDE,18860000,SP,7193,0134200,"0111302,0151201"
08005742,1,,FAZENDA,NATURAL,S/,SEIL-LA,19360000,SP,7055,0151201,
08005752,1,,FAZENDA,SAO JOSE,S/N,SEDE,18860000,SP,7193,0134200,"0111302,0151201"
08005765,1,,CHÁCARA,DO VO,S/,BIQUINHA,19360000,SP,7055,0151201,
07991212,2,,SÍTIO,NOSSA SENHORA APARECIDA,1,AGUA DO MACUCO,19880000,SP,6301,0115600,0111302
08005800,1,,SÍTIO,NOSSA SENHORA APARECIDA,S/N,ESMERIL,14415000,SP,6827,0111302,0151201
08005814,1,,SÍTIO,CORREA II,S/N,CORREAS,18470000,SP,6971,0113000,0111302
08005823,1,,RODOVIA,BIGUA IGUAPE,SN,ITIMITIM,11920000,SP,6507,0122900,"0141501,0142300,0133404,0131800,0111302,0111301,0133402,0119909"
08005833,1,,OUTROS,ESTANCIA SANTA ROSA,S/N,AGUA DA PRATA,17400000,SP,6435,0151201,
08005847,1,,FAZENDA,PRIMAVERA,S/N,ZONA RURAL,19350000,SP,2961,0111302,0151201
08005856,1,,ESTRADA MUNICIPAL,"ITAPOLIS AO BAIRRO DA CAPOEIRINHA, 2KM",S/N,CAPOEIRINHA,14900000,SP,6555,0131800,0151201
08005868,1,,ESTRADA,ARAATUBA AO BAIRRO DO PEROBAL,KM 23,PEROBAL,16010000,SP,6155,0151201,0111302
08005877,1,,SÍTIO,NOBRE,S/N,PIRAPORINHA,18170000,SP,6857,0119904,0121101
08005891,1,,CHÁCARA,AEROPORTO,S/N,BAIRRO AGUA DOS PIRES,18900000,SP,7029,0151201,
08005904,1,,SÍTIO,SAO SEBASTIAO,S/N,VAI - VEM,19360000,SP,7055,0151201,
08005916,1,,ESTRADA,ARACATUBA AO BAIRRO DO CORREGO DO ROBERTO,KM 30,CORREGO DO ROBERTO,16010000,SP,6155,0151201,0111302
08005927,1,,FAZENDA,SAO JOSE,S/N,SEDE,18860000,SP,7193,0134200,"0111302,0151201"
08005939,1,,SÍTIO, WATANABE,S/N,CAPELA SAO ROQUE,18230000,SP,7105,0132600,0133499
08005953,1,,SÍTIO,SAO SEBASTIAO,SN,GARDENIA,19600000,SP,6945,0115600,
08005964,1,,FAZENDA,SANTA LAURA,S/N,FAZENDA TRES BARRAS,19700000,SP,6811,0151201,0134200
08005979,1,,ESTRADA,MUNICIPAL DE AURIFLAMA A JALES,KM 08,LIMOEIRO,15350000,SP,6183,0151201,
08006021,1,,ESTRADA MUNICIPAL,DO BAIRRO AVENCAL,SN,AVENCAL,18425000,SP,3063,0111302,0119905
08006031,1,,SÍTIO,SANTO ANTONIO,S/N,BAIRRO DE ANHUMAS,17201970,SP,6607,0113000,
08006064,1,,SÍTIO,SANTO ANTONIO,SN,AGISSE,19600000,SP,6945,0151202,0151203
08005735,1,,SÍTIO,SITIO SAO JORGE - ESTRADA MUNICIPAL SCN 444,KM 04,MOQUEM,13625000,SP,7025,0155505,"0131800,0151201,0111302,0154700"
08006095,1,,FAZENDA,MONTREAL,S/N,RURAL,17400000,SP,6435,0134200,
08006119,1,,FAZENDA,FLORESTA NEGRA,S/N,AGUA DO BREJAO,19864899,SP,6367,0115600,0111302
08006134,1,,SÍTIO,ESTANCIA CANAA,N/C,COQUEIROS,18780000,SP,6673,0151201,
08006146,1,,SÍTIO,NOSSA SENHORA APARECIDA,S/N,KM 28,19350000,SP,2961,0151201,0151202
08006153,1,,OUTROS,ESTANCIA MARIA ANGELICA,S/N,CORREGO DO VEADAO,15700002,SP,6597,0131800,
08006167,1,,SÍTIO,SANTA CLARA,S/N,ZONA RURAL,14725000,SP,7163,0131800,0132600
08006180,1,,FAZENDA,BELA VISTA,S/N,MOINHO,16980000,SP,6457,0119901,
07942962,2,,SÍTIO,SITIO PEROBAL,-,PEROBAL,16370000,SP,6933,0151201,
08006213,1,,SÍTIO, BOA VISTA,S/N,ZONA RURAL,14730000,SP,6731,0131800,"0151202,0151201"
08006228,1,,SÍTIO,TRES BARRAS,S/N,TRES BARRAS,18900000,SP,7029,0151201,
08006244,1,,ESTRADA,"MUNICIPAL DO PERIMETRO,KM 08",KM 08,BARREIRO,15350000,SP,6183,0151201,0151202
08006255,1,,ESTRADA,MUNICIPAL DE TAQUARITINGA A SANTA ERNESTINA KM 9,S/N,ZONA RURAL,15900000,SP,7175,0155505,0155504
08006269,1,,SÍTIO,SAO BENTO,S/N,ZONA RURAL,14260000,SP,6319,0134200,"0151201,0111302"
08006284,1,,ESTRADA,SAO JOAO A PINHAL,KM 12,TANGARA,13871160,SP,7083,0111302,0119903
08006296,1,,SÍTIO,SANTA MARIA I,S/N,GLEBA DO PAIVA,19300000,SP,6925,0151201,"0111302,0112101"
08006309,1,,OUTROS,ESTANCIA SAO LUIZ,S/N,AGUA LIMPA,16290000,SP,6255,0151201,0151202
08006324,1,,FAZENDA,CRUZ DE MALTA,S/N,RIO DO PEIXE,17600970,SP,7201,0151201,"0111302,0116401,0119906"
08006336,1,,SÍTIO,SANTO ANTONIO,00,POCA,11940000,SP,6593,0133402,0151201
08006349,1,,SÍTIO,SAO BOM JESUS,S/N,RIBEIRAO VERMELHO,17475000,SP,6651,0131800,
08006358,1,,SÍTIO,SAO LUIZ,S/N,AGUA DO MACUCO,19880000,SP,6301,0115600,0111302
08006374,1,,SÍTIO,SAO JUDAS,S/N,LIMOEIRO,15350000,SP,6183,0151201,0151202
08006383,1,,SITIO,BOA ESPERANCA,S/N,PONTE ALTA,12940970,SP,6181,0122900,"0111302,0119905,0134200,0115600"
08006398,1,,SÍTIO,VALE DO SOL,SN,CORREGO DA POROROCA,15765000,SP,7045,0151201,
08006428,1,,SÍTIO,EMANUEL,S/N,DISTRITO DE LARAS,18500000,SP,6629,0151201,
08006459,1,,OUTROS,ESTANCIA L.J,S/N,ZONA RURAL,14780970,SP,6209,0113000,
07998684,2,,FAZENDA,DONA ANA,SN,ZONA RURAL,14400970,SP,6425,0134200,"0111302,0115600"
08006483,1,,SÍTIO,SAO VICENTE,S/N,TRAVIU,13201838,SP,6619,0132600,
08006497,1,,SÍTIO,MONTE ALEGRE,S/N,BALIZA,17780000,SP,6649,0113000,0151201
07954976,2,,FAZENDA,N S DA SALETE,S/N,BARRA MANSA,15220000,SP,6691,0151201,
08006530,1,,SÍTIO,"JACLIGLE, ESTR. MUN. DE PONTES GESTAL AO CORREGO DOS BOTELHO",S/N,ZONA RURAL,15560000,SP,6907,0151201,
07991874,2,,ESTRADA,MUN DE VOTUPORANGA A SIMONSEN 6 KM ESTR DO 27 A SEBAST. SUL,S/N,ZONA RURAL,15500970,SP,7245,0151201,"0111302,0139306"
08006551,1,,FAZENDA,SAO JUDAS THADEU,S/N,SANTO INACIO,19680000,SP,6613,0322101,0321301
08006559,1,,SÍTIO,BOM JESUS,S/N,ZONA RURAL,15900000,SP,7175,0131800,
08006565,1,,SÍTIO,HATTORI,SN,CATETO,19920000,SP,7009,0115600,"0111303,0111302"
08006583,1,,ESTRADA,MUNICIPAL BAIRRO BAIXOTES A LOURDES,S/N,BAIXOTES,15285000,SP,2937,0151201,
08006609,2,,ESTRADA,MUNICIPAL AURIFLAMA/JALES,KM 11,LIMOEIRO,15350000,SP,6183,0151201,
07964112,2,,ESTRADA,MUN. VAL. GENTIL A VOTUPORANGA A 6 KM - ENTRADA A DIREITA,S/N,ZONA RURAL,15520000,SP,7223,0113000,"0151201,0111302"
08006630,1,,FAZENDA,SANTA LENIZE - RODOVIA SPV 35 KM 52,S/N,ZONA RURAL,19470000,SP,6927,0151201,
08006639,1,,ESTRADA,MUNICIPAL DE COSMORAMA A AMERICO DE CAMPOS KM-03,S/N,ZONA RURAL,15530000,SP,6359,0151201,
08006666,1,,SÍTIO,TRES MENINOS,S/N,BOA VISTA,13780000,SP,6379,0134200,"0119904,0119903"
