cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
26587300,1,,RUA,JACAPE,39,VILA AGUA FUNDA,04315050,SP,7107,4744099,"4754701,4742300"
24232886,2,CAPS AD - MOGI DAS CRUZES,RUA,JULIO MOBAID,61,VILA SAO FRANCISCO,08735300,SP,6713,8720401,
23877057,2,,RUA,PARAPUA,662,ITABERABA,02831000,SP,7107,9603304,
26673021,2,,FAZENDA,SAO SEBASTIAO,SN,CERVINHO DE CIMA,14980000,SP,6997,0113000,
26734218,2,,ESTANCIA,SANTA MARIA,SN,ZONA RURAL,15120000,SP,6751,0139306,
23424454,2,,RODOVIA,"RONAN ROCHA KM 12, SENTIDO ITIRAPUA A CAPETINGA",S/N,ZONA RURAL,14420000,SP,6575,0134200,
27101551,1,,RUA,AGUAS DE SAO PEDRO,90,CONJUNTO HABITACIONAL BRIGADEIRO FARIA LIMA,04840060,SP,7107,6209100,8211300
27076858,1,,AVENIDA,PAULISTA,1471,BELA VISTA,01311927,SP,7107,8230001,"5012202,5620102,7490104,7911200,7912100,7990200"
26973426,1,,RUA,MESQUITA,586,VILA DEODORO,01544010,SP,7107,6810201,6822600
26542751,1,,RUA,GABRIEL DE PAULA,457,PARQUE SAO JOAQUIM,06773220,SP,7157,9491000,
26555473,1,,RUA,FERNANDO VICENTINI,647,CENTRO,14350000,SP,6119,6911701,
25293122,2,,SITIO,FUKUDA,SN,CIENCIA,16480000,SP,6447,0151201,0119908
26957486,1,SHOFU DENTAL,AVENIDA,FAGUNDES FILHO,134,VILA MONTE ALEGRE,04304000,SP,7107,4645103,"4618402,3329599,6463800,7490199"
26035340,1,,FAZENDA,CANAA,S/N,ZONA RURAL,15600001,SP,6411,0151201,0151203
26408927,2,,SITIO,SANTA MARIA GLEBA D,0,RURAL,14910000,SP,7155,0113000,
27481554,1,,RUA,JOAQUIM FLORIANO,1052,ITAIM BIBI,04534004,SP,7107,6810202,6462000
26727816,2,TECFIT MORUMBI I,RUA,MARECHAL HASTINFILO DE MOURA,641,VILA SUZANA,05641000,SP,7107,9313100,"8650004,7490104"
25185715,2,,RUA,MARECHAL DEODORO,1645,CIDADE ALTA,13416580,SP,6875,4110700,
26356125,1,ZIG. THE GLOBAL FUNTECH,AVENIDA,DAS NACOES UNIDAS,12399,BROOKLIN PAULISTA,04578000,SP,7107,4619200,"5611201,5611203,5611204,5611205,5612100,6202300,6463800,6492100,6499999,7319004,7490104,7739099,7990200,8211300,8230001,8291100"
24337914,2,,ESTANCIA,MMK,S/N,ZONA RURAL,16800000,SP,6703,0139306,
26827678,1,,AVENIDA,CUSSY DE ALMEIDA JUNIOR,1291,HIGIENOPOLIS,16010715,SP,6155,6462000,6463800
27284755,2,,ESTRADA,BAIRRO DO PICO,S/N,DO PICO,12980000,SP,6611,0151201,0151202
26577532,1,,RUA,PROFESSOR CRISTIANO WOLKART,330,VILA OLIVO,13276005,SP,7225,6463800,"7490104,6810201,0210101,0113000,0115600"
25146831,2,,SITIO,SANTA ADELAIDE,SN,MANDAGUARI,17830000,SP,6421,0113000,
25146831,2,,SITIO,NOVA PATRIA,SN,INDAIA DO AGUAPEI,17830000,SP,6421,0113000,
23244434,2,VIVA FOOD BARUEL,AVENIDA,MONTEIRO,142,CIDADE INDUSTRIAL SATELITE DE SAO PAULO,07224000,SP,6477,5620101,"5611201,5611203,5611204,5620102,5620104"
27297981,1,,RUA,DOUTOR OSCAR NASCIMENTO SIQUEIRA,88,PARQUE SANTANA,08730690,SP,6713,9493600,"9430800,9491000"
24342622,2,,SITIO,NOSSA SENHORA APARECIDA,S/N,ZONA RURAL,15895000,SP,6327,0113000,"0131800,0119999"
26699045,1,,RUA,1,215,JARDIM DO HORTO,13506891,SP,6979,9493600,9499500
26375315,1,,AVENIDA,ENG LUIZ CARLOS BERRINI,1748,CIDADE MONCOES,04571000,SP,7107,6911701,
25204763,2,,SITIO,NOSSA SENHORA APARECIDA,1,ZONA RURAL,19830000,SP,6395,0210101,
23820026,2,,AVENIDA,SANTOS DUMONT,2260,SANTANA,02012010,SP,7107,4511101,"4511102,4520001,4530702,4530703,4530705,7490104"
25301442,2,,RUA,AMERICO PIZZO,4.661,JARDIM NOEMIA,14403764,SP,6425,8211300,
25016266,2,EDIFICIO INFINITY RESIDENCE,AVENIDA,ORESTES GONZAGA,600,JARDIM DONA MIRIAM,18406131,SP,6549,4110700,
24519000,2,,SITIO,SANTO ANTONIO,S/N,NEGRINHA,17730000,SP,6821,0119906,"0121101,0119903"
23412242,2,,RUA,BEIRA RIO,57,VILA OLIMPIA,04548906,SP,7107,3513100,"6463800,7020400,8291100"
26717974,1,VILLAGE PROVENCE,ROTATORIA,6,S/N,VILLAGE PROVENCE,15086350,SP,7097,9499500,
23273052,2,,RUA,MICHEL ALCA,394,MIRIM,11704610,SP,6921,6911701,
27204175,2,,FAZENDA,MOITA BONITA,S/N,PEROBAS,18900000,SP,7029,0111302,"0115600,0113000"
27321279,2,,SITIO,MATA DO VALE,SN,CURRALINHO,12130000,SP,6627,0210106,"0210101,0134200,0141501,0151201,0151202,0159801,0210105"
27159285,1,,RUA,ARANDU,57,BROOKLIN PAULISTA,04562030,SP,7107,4729699,7020400
26553006,2,CONDOMINIO RESIDENCIAL MANTOVANI RECREIO MARISTELA I,RUA,TRANQUILO LUIZ ROSA,288 A,RECREIO MARISTELA,12946636,SP,6181,4110700,
24519000,2,,SITIO,CAMBURIU,S/N,NEGRINHA,17700000,SP,6793,0119906,"0121101,0119903"
26593241,1,2N5,AVENIDA,WASHINGTON LUIS,173,VILA MATHIAS,11050201,SP,7071,6209100,"7733100,6311900,8599604,9511800,6399200,7739099,6190699,6190602"
26771020,1,MH STUDIOS,RUA,FIDALGA,274,PINHEIROS,05432000,SP,7107,1822901,"1821100,4641902,4646001,4647801,4761003,4772500,4781400,4782202,7319004,7410202,7410299"
27474554,2,,FAZENDA,MATA DA ONCA,SN,ZONA RURAL,13840970,SP,6715,0113000,
26995374,2,,SITIO,SAO JOAO,S/N,RURAL,16300970,SP,6847,0151201,0151202
27395487,1,INSTITUTO SOMOS EDUCACAO,ALAMEDA,SANTOS,960,CERQUEIRA CESAR,01418002,SP,7107,9430800,"8550302,9493600,8230001"
27187923,1,OFAEK,RUA,VINTE E CINCO DE MARCO,143,CENTRO,01021000,SP,7107,6810202,"6810201,6821801,6822600"
26048444,1,CONDOMINIO RESIDENCIAL LIBERTAD,RUA,JOSE PEREIRA,1635,JUNDIAPEBA,08750740,SP,6713,8112500,
26624685,1,ASSOCIACAO GLOBAL,RUA,MOGEIRO,1125,VILA PERUS,05208230,SP,7107,8511200,"8599699,8800600,9493600,9430800,9499500"
27314141,1,,RUA,IGUATEMI,151,ITAIM BIBI,01451011,SP,7107,6911701,
26439608,1,SEOUL,RUA,TRES RIOS,58,BOM RETIRO,01123000,SP,7107,4530703,
26609770,2,,ESTRADA,RUA LUIZ BIGOLOTTI A ESTRADA DE CANDIDO RODRIGUES,SN,ZONA RURAL,15900000,SP,7175,0142300,"0133499,0133404"
26729429,1,,PRACA,FRANCISCO SIMOES,S/N,CENTRO,17300000,SP,6383,8412400,
26547998,2,,FAZENDA,SAO PAULO,S/N,ZONA RURAL,15495000,SP,6985,0113000,
27471728,1,,RUA,MADAME POMMERY,700,VILA URUPES,08615090,SP,7151,8112500,
27305371,1,SETE CAMINHOS,RUA,MARTIN AFONSO,101,CENTRO,11010061,SP,7071,8592999,"8550302,8591100,8690901,8690999"
26650134,2,,AVENIDA,ERNESTO GUEVARA LA SERNA,1150,JARDIM HEITOR RIGON,14062019,SP,6969,4110700,
26899987,1,,AVENIDA,GUIDO CALOI,1000,JARDIM SAO LUIS,05802140,SP,7107,6201501,"6204000,6209100,6202300"
26646686,2,,FAZENDA,FAZENDA SAO CARLOS,SN,AREA RURAL DE JABOTICABAL,14897899,SP,6587,0113000,"0115600,0116401"
26745658,2,,AVENIDA,HILARIO PEREIRA DE SOUZA,492,CENTRO,06010170,SP,6789,8650003,
26290306,1,,AVENIDA,PRESIDENTE VARGAS,238,VILA VITORIA II,13339125,SP,6511,6810201,"6463800,6810202"
26615399,2,RESIDENCIAL VILLAGE SOFIA VI,AVENIDA,MARQUESA DE SANTOS,1325,SITIO DO CAMPO,11725050,SP,6921,4110700,
23221731,2,,FAZENDA,SANTA CATARINA,S/N,PARANAPOLIS,16914899,SP,6141,0113000,
23459215,2,,RUA,DONA CECILIA SANTANA,481,VILA GRANADA,03622010,SP,7107,4723700,"4635499,4639701,4729699"
23060347,2,,RUA,AVIACAO,KM 9,VILA AERONAUTICA,16056725,SP,6155,0113000,0115600
24054790,2,,SITIO,SANTA TEREZINHA,SN,AREA RURAL DE CERQUEIRA CESAR,18769899,SP,6329,0113000,
27362945,2,,RUA,ANHAIA,495,BOM RETIRO,01130000,SP,7107,4781400,4782201
23208561,2,,FAZENDA,AGROPECUARIA M.S,SN,SANTA MARIA,17830000,SP,6421,0151201,
26505663,2,,ESTRADA,DIVISA AO LADO RIBEIRAO SALGADO,SN,ZONA RURAL,14440000,SP,7091,0134200,
26374649,1,,RUA,FUNCHAL,418,VILA OLIMPIA,04551060,SP,7107,7820500,"4789001,7311400,7319002,8230001"
27232541,2,,SITIO,BOA VISTA DA AGUA SUJA,S/N,ZONA RURAL,13715000,SP,6577,0119903,"0111302,0119905,0115600,0111399,0119904,0151201"
24526123,2,GREEN VILLE,AVENIDA,ARICANDUVA,5555,JARDIM SANTA TEREZINHA (ZONA LESTE),03527904,SP,7107,4511101,"4520001,4530703,7490104,8219999"
23096072,2,,LOTEAMENTO,RURAL HARAS TAQUARAL - LOTE 14,S/N,TAQUARAL,13390000,SP,6981,0115600,0111302
27191115,1,MERIDIONAL,RUA,PASCHOAL GIANFRANCESCO,60,JARDIM DAS PALMEIRAS,13224700,SP,7233,6810203,6810201
23516647,2,,SITIO,SANTA MARIA,SN,SAO MARTINHO,17600970,SP,7201,0151201,
25101885,2,,SITIO,ARARUNA II,S/N,NUCLEO ARARUNA,13600970,SP,6165,0111302,"0115600,0111399"
23036713,2,,FAZENDA,SANTA AUGUSTA,S/N,SAO JOAO,17440000,SP,7211,0151201,"0119906,0115600,0111302,0116401,0119908"
26823406,2,R. LICO STUDIOS,AVENIDA,ANGELINA,282,VILA LEONOR,02077000,SP,7107,4110700,
23623004,2,CONDOMINIO LEVEN RESIDENCE,RODOVIA,CONSTANTINE PERUCHI,S/N,JARDIM DO HORTO,13506899,SP,6979,4110700,
23169426,2,RESIDENCIAL MARANDUBA,RUA,FELIX DE OTERO,111,VILA MATILDE,03517030,SP,7107,4110700,
27241222,2,,SITIO,NOSSA SENHORA APARECIDA,S/N,PAPAGAIO,16309899,SP,6847,0113000,
23267406,1,,ESTRADA MUNICIPAL,QUE LIGA ALVARES FLORENCE A VILA ALVES,S/N,ZONA RURAL,15540000,SP,6123,0151202,
25012398,2,,AVENIDA,2,50,DISTRITO INDUSTRIAL BENEDITO STORANI,13288162,SP,7237,6311900,"6399200,6204000,4651601"
26521036,1,NICNET PROVEDOR DE INTERNET,RUA,CESARIO MOTA,230,CENTRO,14140000,SP,6363,6110803,"6110801,6141800,6142600,6190601,6190699,6202300,6203100,6209100,7739099"
23060347,2,,RODOVIA,ELIEZER MONTENEGRO MAGALHAES,KM 54,PARQUE INDUSTRIAL DE GRANDES RESIDUOS,16080603,SP,6155,0113000,0115600
26043991,2,,FAZENDA,FAZENDA SAO CARLOS,S/N,DO CORREGO DO CAMPO,16250000,SP,6339,0115600,
23616176,2,,FAZENDA,PRIMAVERA,S/N,CORREGO AZUL,16370000,SP,6933,0115600,0113000
27450038,1,O.S. HUMANIZA,RUA,CRISTOVAO COLOMBO,82,CENTRO,14770000,SP,6341,8660700,"8610101,8610102,8621601,8621602,8622400,8630501,8630502,8630503,8630506,8630599,8640201,8640202,8640203,8640204,8640205,8640206,8640207,8640208,8640209,8640210,8640211,8640212,8640213,8640214,8640299,8650001,8650004,8650099,8690901,8690999,8711501,8711504,8720499,9499500"
24363128,2,,ESTANCIA,TERRA BOA,S/N,BARREIRO,16370000,SP,6933,0113000,
26207496,2,,RODOVIA,PRESIDENTE DUTRA,S/N,PIRAPITINGUY,12580000,SP,6987,4729699,"4759899,4781400"
27192875,1,PROJETO KAIROS,RUA,CANARIO,18,SHANGRILA,06950000,SP,6625,8720499,8622400
26476436,1,INFRASFALTO PAVIMENTACAO,RUA,PETUNIA,60,JARDIM DAS FLORES,06114050,SP,6789,7112000,"4120400,4211101,4213800,4222701,4330404,4930201,4930202,6462000,7732201"
27037216,2,,FAZENDA,ANGELICA,S/N,ZONA RURAL,14120000,SP,6393,0113000,0116401
26514138,2,,FAZENDA,SAO BENTO,S/N,TOMBO,14900000,SP,6555,0116401,0111399
26435254,1,,SITIO,REAL,S/N,GUAPORANGA,16290000,SP,6255,0121101,
24638482,2,,SITIO,NOSSA SENHORA APARECIDA,S/N,JATOBA,16310000,SP,6121,0151201,"0151202,0113000"
24693254,2,,ESTRADA VICINAL,LAVINIA AO PE DE GALINHA,S/N,PE DE GALINHA,16850000,SP,6631,0113000,
26753577,2,,ESTRADA,MUNICIPAL BENTO DE ABREU AO BAIRRO SALESSE,S/N,RURAL,16790000,SP,6223,0113000,
23172512,1,,FAZENDA,SAO JOAQUIM,S/N,QUATINGA DE BAIXO,12614899,SP,6645,0151202,0151201
26511123,1,,ESTRADA,ESTADUAL,1906,CARDEAL,13355000,SP,6399,4110700,"4399101,4921301,4120400,4211101,4299599,4221903,4321500,3600602,4923002,4929902,4924800,3811400,8129000,4929901,6810203"
27190031,1,,RUA,CABO VERDE,152,VILA OLIMPIA,04550080,SP,7107,6810201,4110700
27362073,2,FAZENDA ALIANCA,ESTRADA,MUNICIPAL AVANHANDAVA AO CORREGO DOS PATOS,0,PATOS,16360000,SP,6187,0113000,
27337240,2,,FAZENDA,SAO JOSE DA GIBIOA,S/N,ANHUMAS,13433899,SP,6875,0113000,"0151201,4930202"
27337240,2,,FAZENDA,SAO JOSE DA GIBOIA,S/N,ANHUMAS,13433899,SP,6875,0113000,"0151201,4930202"
24290705,2,,ESTRADA,ANHUMAS OVIDIO,S/N,ZONA RURAL,19580000,SP,6147,0151201,
26240364,2,CONDOMINIO CYRELA HIGIENOPOLIS,AVENIDA,ANGELICA,634,SANTA CECILIA,01227000,SP,7107,4110700,
26103868,1,,RUA,MAJOR RUDGE,213,VILA SAO GERALDO,03607010,SP,7107,4120400,4110700
26455466,1,,RUA,DOS FINANCIAIS,270,PARQUE DOS BANCARIOS,03922160,SP,7107,4744001,"4685100,4663000"
24107346,1,,RODOVIA,SP 304 BORBOREMA AO BAIRRO ESTIVA,000,ESTIVA,14955000,SP,6247,0113000,0116401
25058899,2,CABANA ALPHAVILLE,AVENIDA,COPACABANA,325,DEZOITO DO FORTE EMPRESARIAL/ALPHAVILLE.,06472001,SP,6213,5611203,5611201
23624043,2,,SITIO,SANTA LAURA,S/N,NEGRINHA,17730000,SP,6821,0139306,
24225786,2,,SITIO,MAGALHAES,S/N,CACHOEIRA,18540000,SP,6913,0113000,
24375485,2,COND. RES. PLANO & JACU PESSEGO - AUGUSTO CARLOS BAUMAN,RUA,AUGUSTO CARLOS BAUMAN,SN,ITAQUERA,08210590,SP,7107,4110700,
24692452,2,SIMPLE ORGANIC BEAUTY,RUA,DA CONSOLACAO,3459,CERQUEIRA CESAR,01416003,SP,7107,4772500,"4637199,4646001,4729699,9602502"
27373537,2,,RUA,SALVADOR CORREA,16,ACLIMACAO,04109070,SP,7107,9601701,
27159567,2,EDIFICIO TRENZA IDEALE,RUA,BRASIL,280,ATIBAIA JARDIM,12942210,SP,6181,4110700,
26606515,2,,ESTANCIA,ALVORADA,S/N,AGUA DAS TRES BARRAS,19960000,SP,6297,0113000,
24117091,2,CONDOMINIO PITANGUEIRA,RUA,ANDRADE FERNANDES,215,VILA MADALENA,05449050,SP,7107,4110700,
26431925,2,,SITIO,SANTA ROSA,S/N,RURAL,15200000,SP,6615,0139306,
25380804,2,,RODOVIA,FELICIANO SALES CUNHA,KM 08,LIMOEIRO,15355000,SP,6479,0139306,
25380810,2,,RODOVIA,FELICIANO SALES CUNHA,KM 08,LIMOEIRO,15355000,SP,6479,0139306,
26457487,2,,SITIO,RENOVO,S/N,ZONA RURAL,16680000,SP,6185,0111302,0151201
23301943,2,,RUA,BUTANTA,336,PINHEIROS,05424000,SP,7107,8211300,"6821802,7112000,7119703"
23320323,2,,AVENIDA,MAGALHAES DE CASTRO 12000,12000,CIDADE JARDIM,05676900,SP,7107,5611203,
26580162,1,,AVENIDA,BRIG FARIA LIMA,1355,JARDIM PAULISTANO,01452919,SP,7107,6470101,
27372084,2,,ESTRADA MUNICIPAL,MIRASSOLANDIA A SAO JOSE DO RIO PRETO,SN,ZONA RURAL,15145000,SP,6709,0139306,
26431925,2,,SITIO,SERINGAL,S/N,ZONA RURAL,15200000,SP,6615,0139306,
26456220,1,,RUA,LARA CAMPOS,612,CENTRO,18530000,SP,7191,4511102,"4511101,4541203,6619399"
23260841,2,,FAZENDA,CAPITAO VENANCIO,S/N,ZONA RURAL,15440000,SP,6761,0139306,
26133870,2,,CHACARA,SANTA EDWIGES,S/N,RURAL,15880000,SP,7153,0139306,
27011388,2,,SITIO,AGUA DO CERRADO,S/N,RIBEIRAO PRETO,18719899,SP,6161,0111302,"0119905,0115600,0111303,0111399"
24308071,2,,ESTANCIA,PALMEIRAS,S/N,MIL ALQUEIRES,17780000,SP,6649,0151201,"0151202,0111302"
26728530,1,,SITIO,CACHOEIRA,S/N,CACHOEIRA,18430000,SP,6961,0121101,
27063463,1,,ESTRADA,BURI A PARANAPANEMA,SN,COSTAS,18290000,SP,6261,0121101,"0210103,0210199,0111302,0133402"
27474554,2,,FAZENDA,UNIAO,S/N,AREA RURAL,13985899,SP,6553,0113000,
23820026,2,,AVENIDA,VER ABEL FERREIRA,1000,VILA REGENTE FEIJO,03340000,SP,7107,4511101,"4511102,4520001,4530702,4530703,4530705,7490104"
26714545,2,,FAZENDA,SASA,S/N,DISTRITO DE GUACHO,19500000,SP,6685,0113000,
23547913,2,,RUA,RICARDO FRACASSI,791,DISTRITO INDUSTRIAL I,13457209,SP,7017,4391600,"2330305,4399104,4399199,7732201"
26939417,2,,SITIO,SAO JOSE,S/N,RURAL,15885000,SP,2979,0113000,
26299134,1,,AVENIDA,CASSIANO RICARDO,319,PARQUE RESIDENCIAL AQUARIUS,12246870,SP,7099,8630503,"8630501,8640205"
24947702,2,POSTO DOBERMANN,AVENIDA,AUGUSTO BARASSA,2060,JARDIM SILVESTRE I,13905411,SP,6137,4731800,"4520005,4530703,4732600"
23474311,2,PROJETO IMOBILIARIO E 44,RUA,BRIGADEIRO GODINHO DOS SANTOS,869,VILA PIRITUBA,05172180,SP,7107,4110700,
27290608,2,,FAZENDA,RAQUEL,S/N,ZONA RURAL,14640000,SP,6739,0113000,"0115600,0111302"
24303164,2,,FAZENDA,PINDAIBA,SN,ZONA RURAL,14580000,SP,6455,0113000,
26301742,2,,RODOVIA,"MIGUEL JABUR ELIAS DE A. CAMPOS A P.GESTAL, 10KM",S/N,ZONA RURAL,15550000,SP,6135,0131800,
26656490,2,CONDOMINIO RESIDENCIAL PLANO & RESERVA CASA VERDE,RUA,MARAMBAIA,397,CASA VERDE,02513000,SP,7107,4110700,
26103736,1,,ALAMEDA,MINISTRO ROCHA AZEVEDO,628,CERQUEIRA CESAR,01410000,SP,7107,8630503,"8630501,8630502,8533300,8660700,8690999"
23120245,2,,SITIO,SAO JOSE,S/N,ZONA RURAL,15685000,SP,0808,0151201,"0151202,0151203"
23167671,2,,SITIO,JESUVILA,S/N,MOREIRA,18960000,SP,6225,0115600,"0111302,0111399"
26301104,1,,RUA,TIERS,184,PARI,03031000,SP,7107,1412601,"1412603,4642701"
26894593,2,PRANA INDUSTRIA E COMERCIO DE ALIMENTOS,AVENIDA,DR CARDOSO DE MELO,900,VILA OLIMPIA,04548003,SP,7107,4721104,4729699
26661427,2,RESIDENCIAL JARDINS DE VENEZA,RUA,PEDRO PEGORARO,626,RIBEIRANIA,14096440,SP,6969,4110700,
23616176,2,,FAZENDA,BELA VISTA,S/N,PATOS,16370000,SP,6933,0113000,
25521991,2,CEI VIDA ENCANTADA,RUA,BRAS PIRES,243,JARDIM TIETE,03943090,SP,7107,8511200,"9430800,8512100,9493600,9499500"
26769701,2,CONDOMINIO RESIDENCIAL PLANO & RESERVA DA VILA,AVENIDA,VILA EMA,2465,VILA EMA,03281001,SP,7107,4110700,
26160235,2,,SITIO,INOUE,S/N,ZONA RURAL,18690000,SP,6571,0113000,"0111302,0115600"
24125958,2,,RUA,FRANCISCO OTAVIANO,820,JARDIM CHAPADAO,13070056,SP,6291,4511102,"4512902,4541204,4542102,7490104"
26971445,1,CBS ENERGIA,AVENIDA,JOSE MAMPRIM,545,SANTO ANTONIO,13290000,SP,6647,2610800,"2740602,2821601,2710402,3312102,7210000,2229303,2229302"
24478667,2,,SITIO,BOA VISTA,SN,ZONA RURAL,15930000,SP,6303,0133404,"0133499,0139399,0119999"
26861466,2,,FAZENDA,BOA ESPERANCA,S/N,ZONA RURA,15690000,SP,6515,0113000,
26727736,1,SKY HALL ROOFTOP BAR,RUA,DIOGO DE QUADROS,222,SANTO AMARO,04710010,SP,7107,8230001,"7020400,8219999,8230002"
23300299,2,,RODOVIA,GOVERNADOR DOUTOR ADHEMAR PEREIRA DE BARROS,S/N,JARDIM MARIA BONATI BORDIGNON,13803070,SP,6717,4213800,"4110700,6810201,6810202,6810203"
24205950,2,,AVENIDA,DOMINGOS PERINO,793,VILA PERINO,19911780,SP,6795,4530701,"4530703,7319099"
24282077,2,,SITIO,SANTA TEREZINHA,SN,PIRAPORA,18530000,SP,7191,0113000,
26343842,2,,SITIO,SAO JOSE,S/N,BAIRRO BOA VISTA,18230000,SP,7105,0121101,"0132600,0119999"
24125637,2,CONDOMINIO RESIDENCIAL ALTOS DO BOSQUE,RUA,SARGENTO JOSE BIUDES,485,PARQUE RESIDENCIAL NOVO HORIZONTE,17514752,SP,6681,4110700,
26616965,1,,AVENIDA,DAS NACOES UNIDAS,11633,BROOKLIN PAULISTA,04578000,SP,7107,6462000,
26115206,1,BERNHOEFT GRT CONSULTORIA EMPRESARIAL LTDA,ALAMEDA,RIO NEGRO,1030,ALPHAVILLE CENTRO INDUSTRIAL E EMPRESARIAL/ALPHAV,06454000,SP,6213,8211300,"5911199,7020400,7490104,8599604"
27382079,2,,SITIO,ISAURA,S/N,ZONA RURAL,14319899,SP,6217,0113000,0115600
26360869,2,LIBERTA RESIDENCIAL,AVENIDA,VINTE E TRES DE MAIO,513,VILA MARIA,12209410,SP,7099,4110700,
27308056,2,VENTURA PINHEIROS - FARIA LIMA,RUA,MARIA CAROLINA,692,JARDIM PAULISTANO,01445000,SP,7107,4110700,
23859672,2,,AVENIDA,BENTO GUELFI,S/N,JARDIM ALTO ALEGRE (SAO RAFAEL),08381750,SP,7107,4110700,
26546209,1,,ALAMEDA,DOS ANTURIOS,815,MORADA DAS FLORES (ALDEIA DA SERRA),06519465,SP,7047,6810201,6810202
27377152,1,,SITIO,SAO JOSE,SN,RURAL,14340000,SP,6257,0113000,0111302
24398849,2,,SITIO,BOA SORTE,SN,CENTRO,14440000,SP,7091,0113000,
26214095,1,,ESTRADA MUNICIPAL,RINCAO A GUATAPARA - FAZENDA SAO LUIZ E MARIA,S/N,ZONA RURAL,14830000,SP,6975,0113000,"0111302,0115600,0116401,0151201,0151202,6462000"
24993878,2,INOVAR CEI TATIANA BELINKY,RUA,CARAMBOLA NATAL,183,VILA NATAL,04863160,SP,7107,8513900,"4924800,5811500,7220700,8230001,8511200,8512100,8520100,8550302,8592999,8599604,8599699,8800600,9319101,9319199,9430800,9493600,9499500"
25381249,2,,SITIO,RIO VERDE,S/N,PAU D ALHO,14960000,SP,6771,0113000,
24230747,2,,AVENIDA,QUATORZE DE DEZEMBRO,9,REGIAO CENTRAL,07700170,SP,6281,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
24230747,2,,RUA,CAMPOS SALLES,234,CENTRO,13970170,SP,6553,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
24230747,2,,RUA,JOSE BONIFACIO,435,CENTRO,13631062,SP,6887,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
24230747,2,,AVENIDA,MARECHAL TITO,432,SAO MIGUEL PAULISTA,08010090,SP,7107,6319400,"4930202,4930201,5211799,5250804,6311900,7490104,3329501,8299799"
