cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
24230747,2,,AVENIDA,SENADOR TEOTONIO VILELA,1217,CIDADE DUTRA,04801010,SP,7107,6319400,"4930202,4930201,5211799,5250804,6311900,7490104,3329501,8299799"
24230747,2,,ESTRADA,DO CAMPO LIMPO,4438,PIRAJUSSARA,05787000,SP,7107,6319400,"4930202,4930201,5211799,5250804,6311900,7490104,3329501,8299799"
24230747,2,,PRACA,CAPITAO JOAO PINTO FONTAO,67,CENTRO,13880000,SP,7231,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
23387328,2,,FAZENDA,SANTA LUCIA,S/N,ZONA RURAL,13710000,SP,7167,0113000,
23647652,2,,SITIO,RANCHINHO - GLEBA A,S/N,TREMEMBE,14910000,SP,7155,0113000,
24481471,2,,SITIO,SAO PEDRO,S/N,FAZENDA AGUA LIMPA DA PONTE NOVA,15190000,SP,6753,0113000,"0111302,0115600,0116401"
26112059,1,REABILITE ODONTOLOGIA ESPECIALIZADA,RUA,VIRGILIA ALVES DE CARVALHO PINTO,32,VILA NOVA,13260000,SP,6741,8630504,
23247093,2,,SITIO,PRIMAVERA - SAO JERONIMO,SN,ZONA RURAL,14740000,SP,7239,0113000,0115600
24646495,2,,FAZENDA,LOBO,SN,SEDE,14350000,SP,6119,0113000,
24950353,2,,AVENIDA,DA AMIZADE,200,PARQUE MANOEL DE VASCONCELOS,13174545,SP,7149,4930202,"4930201,5250803,5250805,8219999"
26514138,2,,CHACARA,SAO BENTO,S/N,CAPOEIRINHA,14900000,SP,6555,0115600,
27474554,2,,SITIO,PICADA,SN,AREA RURAL,13800970,SP,6717,0113000,
26329246,2,REDE IMUNNE - UNIDADE MARILIA,AVENIDA,SAMPAIO VIDAL,09,BARBOSA,17501441,SP,6681,8630506,
24546995,2,HELP!,AVENIDA,SAO JOAO,695,CENTRO,11750000,SP,6853,7490104,"6619302,6619399,8211300,8291100"
24083451,2,,RUA,SHO YOSHIOKA,S/N,GLEBA DO PESSEGO,08265381,SP,7107,4110700,
26703726,2,,SITIO,NOSSA SENHORA APARECIDA OU CACHOEIRINHA,SN,ZONA RURAL,13870970,SP,7083,0151201,
26775021,2,,RUA,OSVALDO ARANHA,1290,VILA ESPLANADA,15025620,SP,7097,7490104,
27362945,2,,RUA,ANHAIA,495,BOM RETIRO,01130000,SP,7107,4781400,4782201
26993258,2,CONDOMINIO RESIDENCIAL DEZ VILA DAS BELEZAS III,RUA,JOAQUIM NUNES TEIXEIRA,200,VILA PLANA,05731370,SP,7107,4110700,
26356301,2,,SITIO,SAO BENEDITO,S/N,AGUA LIMPA,18919899,SP,7029,0111302,"0111303,0115600,0111399,0151201"
26594924,2,GRUPO W PONTES PALMITAL,RUA,PEDRO MENOCCI,185,JARDIM DAS OLIVEIRAS,19970000,SP,6807,4930202,"4930201,5211799,5212500,5250804"
25044257,2,RESIDENCIAL FRANCISCO PIRES,RUA,ANTILHAS,1080,GUILHERMINA,11702160,SP,6921,4110700,
26306968,1,,ESTRADA,DO ITAPETI S/N,S/N,PARQUE RESIDENCIAL ITAPETI,08771900,SP,6713,0121101,0155505
26993334,1,,AVENIDA,BRIG FARIA LIMA,4440,ITAIM BIBI,04538132,SP,7107,6462000,
26514138,2,,CHACARA,SAO SEBASTIAO,S/N,CAPOEIRINHA,14900000,SP,6555,0116401,"0115600,0116402"
26362158,1,,RUA,VICENTE DIAS GARCIA,465,CENTRO,19160000,SP,6125,7319003,"6619399,6619302,7311400,8211300,8291100,7490104,7319002"
26062129,1,,ESTRADA,VICINAL DE APARECIDA DOESTE A NOVA CANAA PAULISTA,S/N,REGIAO CORREGO DO JAU,15735000,SP,6151,0151202,0151203
26936925,1,,SITIO,SANTO ANTONIO,S/N,CORREGO DO ARRANCADO,15755000,SP,7207,0151201,"0151202,0151203,0119999"
25142070,2,,SITIO,PERES,S/N,CORREGO DA PRATA,15740000,SP,6385,0151201,"0151202,0151203,0121101,0119999"
27085587,1,,CHACARA,MONTE ALEGRE,S/N,ZONA RURAL,17900000,SP,6389,0151201,"0151202,0152102,0154700,0159802,0155504"
26109507,1,,SITIO,SITIO JOSE INACIO,S/N,BARREIRINHA,12830000,SP,7093,0151202,0151201
26060333,1,,SITIO,VARGEM GRANDE,S/N,VARGEM GRANDE,12530000,SP,6373,0111302,"0119905,0121101,0151201"
27242121,1,,SITIO,VOVO,S/N,PARAIBUNA,12530000,SP,6373,0151202,0151201
26255427,1,ORION,AVENIDA,ARMANDO SALLES DE OLIVEIRA,692,VILA MERCEDES,19802081,SP,6179,4645101,"3314710,3313999,3312103,3312104,6399200,3321000,3329599,3319800,3314799"
26852739,1,,CHACARA,DILENA,S/N,CROCHET,17650000,SP,6481,0142300,0122900
26856677,2,CONDOMINIO THE POINT.,AVENIDA,SAO CAMILO,1525,GRANJA VIANA,06709150,SP,6361,4110700,
26159631,1,,AVENIDA,BRIG LUIS ANTONIO,2367,JARDIM PAULISTA,01401900,SP,7107,8599604,
27095533,1,GABIRA PARTICIPACOES,AVENIDA,JUSCELINO KUBITSCHEK DE OLIVEIRA,500,JARDIM EULALIA,12010600,SP,7183,6810201,
26155964,1,,RUA,ACUTI,500,CIDADE DUTRA,04810160,SP,7107,7319003,
26730841,2,,SITIO,VALE DO OESTE,SN,BREJAO,19160000,SP,6125,0151201,0119999
24230747,2,,AVENIDA,CONDESSA DE VIMIEIROS,48,CENTRO,11740000,SP,6543,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
24230747,2,,RUA,CONCEICAO SAMMARTINO,527,CENTRO,06600080,SP,6601,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
24230747,2,,AVENIDA,PRESIDENTE COSTA E SILVA,126,BOQUEIRAO,11700005,SP,6921,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
24230747,2,,RUA,JOAO PESSOA,80,CENTRO,11013000,SP,7071,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
26854921,1,,AVENIDA,PAULISTA,2100,BELA VISTA,01310930,SP,7107,6470101,
27474554,2,,SITIO,SAO JORGE,S/N,AREA RURAL,13817899,SP,6717,0113000,0111302
23798339,2,,RUA,IRMA PIA,422,JAGUARE,05335050,SP,7107,4924800,"4313400,4921301,4923002,4929901,4929902,4929999,7711000,7719599,7732201,8020001"
24105812,2,,ESTANCIA,SONHO MEU,S/N,BARREIRO,16370000,SP,6933,0151201,0151202
26771882,2,,AVENIDA,MOFARREJ,1267,VILA LEOPOLDINA,05311000,SP,7107,8511200,"8550302,8591100,8592999,9313100"
26563652,2,SELECT MADIA,RUA,DOM NERY,479,VILA EMBARE,13271170,SP,7225,4729602,"4729699,5611203"
27448492,1,,AVENIDA,VAUTIER,631,CANINDE,03032000,SP,7107,4649499,"4641903,4672900,4646002,4647801,4759899,4755502,4744001,4772500,4761003"
26900458,2,,SITIO,SAO JOSE,S/N,SETE LAGOAS,13610970,SP,6635,0115600,0113000
26485419,2,,FAZENDA,BARREIRO,SN,BARREIRO,16370000,SP,6933,0113000,
26562732,1,,AVENIDA,FRANCISCO DE ASSIS PEREIRA,184,RES ALEXANDRE,15980000,SP,6381,9491000,
26013355,1,PARTIDO DEMOCRATICO TRABALHISTA - COMISSAO PROVISORIA M,RUA,SAO JOSE,845,PARQUE MONTE ALEGRE,06756070,SP,7157,9492800,
26714639,1,ES ESTRUTURAL CONSTRUCOES LTDA,RUA,TABAPUA,145,ITAIM BIBI,04533902,SP,7107,4120400,8299799
26365644,2,,FAZENDA,SAO CRISTOVAO,S/N,ZONA RURAL,14795000,SP,6343,0113000,0116401
26434543,2,,ESTRADA,MUNICIPAL DE GENERAL SALGADO AO CORREGO DO GABRIEL,KM 08,ACOITA CAVALOS,15300000,SP,6439,0113000,
23798273,2,,AREA,RURAL,SN,AREA RURAL DE SANTA CRUZ DO RIO PARDO,18919899,SP,7029,0151201,0151202
24817299,2,,AVENIDA,PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA,5000,IGUATEMI,15093340,SP,7097,9602502,
27474554,2,,SITIO,SANTO ANTONIO,S/N,CONCEICAO,13449899,SP,2949,0113000,0111302
24398849,2,,SITIO,FLORESTA,SN,ZONA RURAL,14440000,SP,7091,0113000,
26535897,1,,RUA,DAS AROEIRAS,900,JARDIM,09090000,SP,7057,8112500,
24230747,2,,RUA,BENEDITO DE ALMEIDA BUENO,372,CENTRO,12940660,SP,6181,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
24230747,2,,RUA,GENERAL OSORIO,273,CENTRO,14010000,SP,6969,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
24230747,2,,AVENIDA,GOVERNADOR MARIO COVAS JUNIOR (VL F N MORELLI),01,CENTRO,09390040,SP,6689,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
23258278,2,,FAZENDA,BOM RECANTO,S/N,ZONA RURAL,14730000,SP,6731,0113000,0151201
27214281,2,,FAZENDA,SANTA BARBARA,S/N,RURAL,14350000,SP,6119,0134200,
27401639,1,,RUA,NOVA YORK,245,BROOKLIN PAULISTA,04560908,SP,7107,6911701,
23854115,2,,AVENIDA,JOAO RAMALHO,1504,VILA NOEMIA,09371520,SP,6689,2330305,"2330302,4674500,4679604,4679699"
26300618,2,,SITIO,RETIRINHO,S/N,ZONA RURAL,14720000,SP,7165,0113000,0116401
26118099,1,RSX EMPREENDIMENTOS,AVENIDA,SAGITARIO,138,SITIO TAMBORE ALPHAVILLE,06473073,SP,6213,4110700,"2330305,3702900,4120400,4211101,4212000,4213800,4222701,4299599,4313400,4319300,4329199,4330404,4399101,4399199,4662100,4679699,4744001,4744004,4744099,5221400,7111100,7112000,7119799,7732201,8121400"
23407170,2,,FAZENDA,AGUAS DO POUSO ALEGRE,SN,POUSO ALEGRE,18769899,SP,6329,0113000,"0115600,0111302"
27381511,1,,RUA,CHILE,1711,JARDIM IRAJA,14020610,SP,6969,6911701,
23244006,2,,RUA,TREZE DE MAIO,1933,BELA VISTA,01327001,SP,7107,4721104,"4729699,5611203"
26291394,1,,RUA,CORREIA DE MELO,38,BOM RETIRO,01123020,SP,7107,4120400,"4110700,4399101,4399199,6463800,6810201,6810202,6810203"
23244434,2,VIVA FOOD MAT,AVENIDA,PREFEITO LUIS LATORRE,7600,VILA DAS HORTENCIAS,13209430,SP,6619,5620101,"4723700,5611201,5620102,5620104"
27138871,2,,FAZENDA,RANCHO SANTA RITA,SN,ZONA RURAL,15150000,SP,6729,0139306,
24378745,2,,SITIO,SAO PEDRO,S/N,BAGUASSU,16440000,SP,6993,0119999,0151201
26712648,2,,ESTRADA,MUNICIPAL BURITAMA/CORREGUINHO,KM 09,CORREGUINHO,15290000,SP,6263,0115600,"0111302,0119908,0121101,0112199,0119999"
27474554,2,,SITIO,PALMEIRAS,S/N,AREA RURAL,13489899,SP,6639,0113000,0111302
25362327,2,,ESTRADA MUNICIPAL,MAGDA A GASTAO VIDIGAL,S/N,MACAUBAS,15310000,SP,6667,0113000,
24921465,2,,AVENIDA,MAURILIO BIAGI,1450,SANTA CRUZ DO JOSE JACQUES,14020750,SP,6969,9313100,
24948206,2,,SITIO,SAO JOSE,S/N,CORREGO TIMBOS,17810000,SP,6679,0151201,
27474554,2,,SITIO,NOSSA SENHORA APARECIDA,S/N,AREA RURAL,13489899,SP,6639,0113000,0111302
24671436,2,,RUA,ELVIO PUCCI,181,POLO INDUSTRIAL SAO BERNARDO,14406785,SP,6425,4755501,"4781400,4782201,4782202,4789099"
27127874,2,,FAZENDA,SAO MIGUEL,S/N,ALEGRIA,15170000,SP,7169,0139306,
24230747,2,,RUA,GENERAL GLICERIO,2746,CENTRO,15015400,SP,7097,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
24230747,2,,RUA,CONSELHEIRO DANTAS,910,CENTRO,18900079,SP,7029,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
26135311,1,,AVENIDA,PRESIDENTE VARGAS,2035,JARDIM AMERICA,14020260,SP,6969,4110700,"6462000,4120400"
26234991,2,,AVENIDA,BRIGADEIRO FARIA LIMA,3144,JARDIM PAULISTANO,01451000,SP,7107,5223100,
25080836,2,SOMA FRANCE AUTOMOVEIS - ITAPEVA,AVENIDA,DOUTOR JOSE ERMIRIO DE MORAES,1125,CENTRO,18400510,SP,6549,4511101,"4511102,4520001,4520007,4530701,4530703,7490104"
24472481,2,,FAZENDA,NUCLEO FLORESTAL ESTANCIA SANTA BARBARA,S/N,ZONA RURAL,18770000,SP,7019,0210101,
24609670,2,,RUA,1,S/N,SANTA EFIGENIA,15400001,SP,6779,6810201,6821801
26580293,1,,NÚCLEO,CIDADE DE DEUS,S/N,VILA YARA,06029900,SP,6789,6470101,
27058524,2,CONDOMINIO DUO BY TACK,ALAMEDA,MANOLO MONTOLAR,144,FRAGATA,17519257,SP,6681,4110700,
24906917,2,,ESTANCIA,BOISSUCANGA,S/N,NOVA PATRIA,19300000,SP,6925,0151201,"0111302,0115600"
24219241,2,,ALAMEDA,RIO NEGRO,229,ALPHAVILLE CENTRO INDUSTRIAL E EMPRESARIAL/ALPHAV,06454000,SP,6213,5223100,
26129034,2,,RUA,CONDEUBA,75,VILA CARRAO,03425050,SP,7107,8660700,"0910600,7020400,7810800,8550302,8630501,8630502,8630503,8630504,8640202,8650001,8650004,9602502"
26695279,2,,ESTANCIA,DOIS IRMAO II,S/N,ZONA RURAL,17870000,SP,6417,0151201,
24435955,2,,SITIO,SAO MIGUEL,S/N,FAZENDA CANOAS,15470000,SP,6801,0115600,
24082319,2,,1A AVENIDA,ANTONIO FREDERICO OZANAN (MAXI),6000,VILA RIO BRANCO,13215900,SP,6619,4781400,"4763601,4782201"
23259011,2,TBB GESTAO DE RESTAURANTES S/A,AVENIDA,OTTO BAUMGART,500,VILA GUILHERME,02049900,SP,7107,5611203,4723700
23259011,2,TBB GESTAO DE RESTAURANTES S/A,RUA,DOMINGOS AGOSTIM,91,CIDADE MAE DO CEU,03306900,SP,7107,5611203,4723700
23259011,2,TBB GESTAO DE RESTAURANTES S/A,RUA,TREZE DE MAIO,1933,BELA VISTA,01327001,SP,7107,5611203,4723700
24217653,2,LOGGI XD,RUA,AUSTRALIA,325,PARQUE INDUSTRIAL DACI,06785400,SP,7157,4930202,"4930201,5211799,5250804,5250805"
27039177,1,EBENEZER PRODUCOES ARTISTICAS,RUA,CONCEICAO DE MONTE ALEGRE,222,CIDADE MONCOES,04563060,SP,7107,5911199,"5912002,5912099,8219999"
26708633,2,,ESTRADA MUNICIPAL,BALSAMO A MIRASSOLANDIA KM 03,S/N,ZONA RURAL,15140000,SP,6195,0139306,
23908125,2,,FAZENDA,BOA VENTURA,S/N,ZONA RURAL,14870970,SP,6587,6462000,"0111302,0113000,0115600,0116401,6463800"
23908125,2,,SITIO,CONSTANTINO,S/N,ZONA RURAL,14870970,SP,6587,6462000,"0111302,0113000,0115600,0116401,6463800"
23284216,2,,FAZENDA,CATETO,S/N,DO QUEIMADAO,18740000,SP,7177,0111302,"0111303,0111399,0115600"
26563652,2,OXXO BARAO GERALDO,RUA,JOSE ORIDES CORDEIRO,23,JARDIM SANTA GENEBRA II (BARAO GERALDO),13084786,SP,6291,4712100,"4721104,4729699,5611201,5611203"
26771282,2,,SITIO,SANTO EXPEDITO,SN,SEDE,19500000,SP,6685,0151201,0151202
27268763,1,,ESTRADA,PROFESSOR MESSIAS JOSE BAPTISTA,2007,ITAPERU,13432700,SP,6875,1099603,"1066000,2013401,2013402,2029100,2051700,4618499,4637199,4683400,4789099,5211799,6462000,7210000,7740300,8211300"
25511005,2,,ESTRADA MUNICIPAL,ANTONIO VICENTINI,S/N,ZONA RURAL,18640000,SP,6823,0121101,0111302
26625416,1,,ESTRADA,MUN PAULO BOTEON,SN,CASCALHO,13490000,SP,6349,0122900,
27252201,1,APS NOVA BONSUCESSO,RUA,TAPIRAMUTA,237,VILA NOVA BONSUCESSO,07175530,SP,6477,9499500,
26563652,2,SELECT ESTONIA 5,AVENIDA,NICOLA DEMARCHI,575,DEMARCHI,09820655,SP,7075,4729602,"4729699,5611203"
24672654,2,CONDOMINIO MEINHAUS ITATIBA,ESTRADA,ARLINDO TORSO,485,JARDIM GALETTO,13253191,SP,6569,4110700,
27007453,1,,ESTANCIA,POR DO SOL,S/N.,JUREMA,17680000,SP,6485,0139306,
26028075,1,GUARARECICLA,RUA,JOAO BARBOSA DE OLIVEIRA,3111,FREGUESIA DA ESCADA,08900000,SP,6467,4687701,"4687703,4687702,3811400,3831999,4789099"
23791699,2,,ALAMEDA,RIO NEGRO,503,ALPHAVILLE CENTRO INDUSTRIAL E EMPRESARIAL/ALPHAV,06454000,SP,6213,6822600,"5320201,6463800,6810202,6821801,6821802,7020400,7410202,7739099,7810800,8111700,8112500,8211300,8599604"
26745918,2,,SITIO,VARJAO II,SN,ZONA RURAL,13433899,SP,6875,0113000,
27154967,2,,SITIO,SAO JOSE,SN,JACARE,19560000,SP,6513,0151201,"0151202,0152102,0111302,0119906,0119999"
27124048,2,CHARDON BRAZIL ELECTRIC,RUA,ARMELINA PEREIRA DE SOUZA,420,AGUA COMPRIDA,12915542,SP,6251,4673700,"2710402,2731700,3313999,4221903,4321500,8211300"
26407305,1,,RUA,DOUTOR EMILIO RIBAS,188,CAMBUI,13025140,SP,6291,6911701,
25529139,2,,FAZENDA, SANTA RITA,SN,RURAL,15650000,SP,6405,0139306,
23798339,2,,AVENIDA,JOAO BATISTA MEDINA,286,CHACARAS ANA LUCIA,06840000,SP,6401,4924800,"4313400,4520003,4921301,4923002,4929901,4929902,4929999,5011402,5091201,7711000,7719599,7732201,7990200,8020001,8111700"
23865808,2,,RUA,SUECIA,74 A,DISTRITO INDUSTRIAL DOS BANDEIRANTES,13326197,SP,7005,2542000,"2532201,2539001,2539002,2543800,2759799,3311200,3321000,4713002,4713004"
25042746,2,,ESTRADA,BAIRRO SAO RAFAEL,SN,ZONA RURAL,13610970,SP,6635,0113000,
25042746,2,,ESTRADA,BAIRRO SAO RAFAEL,SN,ZONA RURAL,13610970,SP,6635,0113000,
23244434,2,VIVA FOOD WT ANHANGUERA,AVENIDA,DOUTOR MAURO LINDEMBERG MONTEIRO,185,SANTA FE,06278010,SP,6789,5620101,"5611201,5611203,5611204,5620102,5620104"
26409074,2,EDIFICIO MIX TOWER TATUAPE,AVENIDA,CONSELHEIRO CARRAO,153,VILA CARRAO,03403000,SP,7107,4110700,
23624045,2,,ESTRADA,DO BAIRRO DOS LIMAS,S/N,LIMAS,12990000,SP,6837,0121101,0119999
23520259,2,,SITIO,FLOR DO JARDIM,SN,ZONA RURAL,15470000,SP,6801,0113000,
26341045,2,,RUA,RUA MORAES DO REGO,347,VILA INDUSTRIAL,18125000,SP,3065,5250804,"1623400,3319800"
26985560,2,,SITIO,CASTELO BRANCO,0,AGUA DO CATETO,19830000,SP,6395,0115600,"0111302,0119906"
27241222,2,,SITIO,DOIS IRMAOS,S/N,RANCHINHO,16350000,SP,6199,0113000,
26675907,1,,ESTRADA,DO RIO CLARO,1305,BARRANCO ALTO,11670401,SP,6311,0119999,
24765371,2,,FAZENDA,PANCADA ROD DO MAROLO PAT PAULISTA A BATATAIS ENTRA ESQ+400M,S/N,ZONA RURAL,14415000,SP,6827,0113000,"6462000,6810201,6810202"
24817299,2,,AVENIDA,LUIZ EDUARDO TOLEDO PRADO,900,VILA DO GOLF,14027250,SP,6969,9602502,
24817299,2,,AVENIDA,NOVE DE JULHO,3333,ANHANGABAU,13208056,SP,6619,9602502,
27089254,1,,RUA,MANOEL JOSE FERREIRA,0,MARMELEIRO,18120000,SP,6669,4689399,"4759899,9529199"
27093558,2,,RUA,YASHICA,503,JARDIM GONCALVES,18016440,SP,7145,7739099,"3314710,4669999,8599699"
23484945,2,BENI MOTOS,AVENIDA,DA SAUDADE,625,VILA CORDENONSI,13472520,SP,6131,4541203,"4520006,4541204,4541206,4542101,4542102,4543900,6621501,7490104"
27037216,2,,SITIO,DO RUFINO,SN,ZONA RURAL,14850000,SP,6919,0116401,
24825829,2,,FAZENDA,SAO JOAOZINHO,S/N,ZONA RURAL,13990000,SP,6865,0134200,
23815311,2,,FAZENDA,SAO JOSE DO FUNDAO,S/N,DO FUNDAO,18745000,SP,6353,0111302,"0111303,0119905,0115600,0111399"
27057334,1,,SITIO,SAO JORGE,S/N,CORREGO DOS PINTOS,16309899,SP,6847,0113000,
27234018,2,,FAZENDA,JATOBA,S/N,ZONA RURAL,13580000,SP,6959,0113000,
26152277,1,,RUA,TREZE DE MAIO,257,CENTRO,13480171,SP,6639,6911701,
26563652,2,OXXO JULIO MESQUITA,AVENIDA,JULIO DE MESQUITA,813,CAMBUI,13025061,SP,6291,4712100,"4721104,4729699,5611201,5611203"
25058899,2,FILIAL 21 - SAO JOSE DOS CAMPOS,AVENIDA,ENGENHEIRO FLORESTAN FERNANDES,500,JARDIM SERIMBURA,12242012,SP,7099,5611203,5611201
23622450,2,,AREA,RURAL,S/N,AREA RURAL DE IACANGA,17189899,SP,6483,0113000,"0115600,0139306,0161099,0162899,6463800,6810202"
24230747,2,,RUA,SAO PEDRO,1218,CENTRO,18460009,SP,6565,6319400,"3329501,4930201,4930202,5211799,5250804,6311900,7490104,8299799"
27362945,2,,PRACA,LEONOR KAUPA,100,BOSQUE DA SAUDE,04151900,SP,7107,4781400,4782201
24933774,2,,RUA,RESEDA,109,POUSADA DOS BANDEIRANTES,06351035,SP,6313,4110700,
25010025,2,,CHACARA,MARAVILHA,SN,PROLONG. RUA EUCLIDES DA CUNHA,17650000,SP,6481,0151201,"0151202,0116401,0111302,0119999"
23325417,2,,ESTRADA,"MUNICIPAL DO PINHALZINHO KM 2,5",S/N,PINHALZINHO,12260000,SP,6813,0121101,"0131800,0133499,0210101,0151201,0153902,0133402"
23313011,2,,CHACARA,SANTO ANTONIO,S/N,JARDIM MARAJA,17860000,SP,6799,0121101,0155505
23212824,2,,RODOVIA,SP 107,S/N,CENTRO,13825001,SP,2953,4771701,"4729699,4772500"
24276833,2,,RUA,CEL XAVIER DE TOLEDO,23,CENTRO,01048900,SP,7107,4772500,"4754702,4759899,4763601,4781400,4783102,4789001,6463800,7320300,9602501,9602502"
25424017,2,CONDOMINIO ELO & ELO 2 CAMINHOS DA LAPA,RUA,FORTUNATO FERRAZ 365,365,VILA ANASTACIO,05093905,SP,7107,4110700,
27473687,1,V&P ADMINISTRACAO DE BENS,AVENIDA,ANTONIO ARTIOLI,570,SWISS PARK,13049253,SP,6291,6810202,"6463800,6810201,7711000,7739099,7740300"
26396039,2,,SITIO,STIVAL,SN,ZONA RURAL,15270000,SP,6663,0113000,
24011854,2,,SITIO,ALDEIA DOS VENTOS,SN,ZONA RURAL,15225000,SP,2971,0139306,0220904
24276322,2,,RODOVIA,EUCLIDES DA CUNHA,S/N,ESTAU,15170000,SP,7169,0139306,
23584553,2,,SITIO,NOSSA SENHORA APARECIDA,1,SEDE,17470000,SP,6391,0151201,0113000
27289064,1,,AVENIDA,DOUTOR JOSE BONIFACIO COUTINHO NOGUEIRA,214,JARDIM MADALENA,13091611,SP,6291,6810201,"6463800,6810202,6822600"
27149151,2,,ESTRADA MUNICIPAL,SANTO ANTONIO DO ARACANGUA A MAJOR PRADO,SN,ZONA RURAL,16130000,SP,2939,0113000,
24632989,2,,FAZENDA,CASA DE PEDRA,S/N,DOS ANTUNES,18400970,SP,6549,0115600,"0111302,0111303,0111399"
27492408,2,,RODOVIA,"CANDIDO PORTINARI, KM. 358, FAZENDA RETIRO NOVO",S/N,ZONA RURAL,14319899,SP,6217,0113000,"0111302,0111399,0115600,0151201,0151202"
24276903,2,,SITIO,MATAO,S/N,MATAO,16310000,SP,6121,0113000,
25970578,1,REPUBLICANOS DOURADO / SP,RUA,EXPEDICIONARIOS,266,JARDIM PAULISTA,13590000,SP,6387,9492800,
26026891,1,,FAZENDA,DOIS CORREGOS,S/N,APARECIDA,16900970,SP,6141,0151201,
26059058,1,,RUA,MARECHAL DEODORO DA FONSECA,2832,CENTRO,15010070,SP,7097,6911701,
26070053,1,,SITIO,SAO JOSE,S/N,AGUA DO MOSQUITO,19840000,SP,6677,0115600,0111302
24822989,2,,RUA,TEXAS,111,JARDIM RANCHO ALEGRE,06515200,SP,7047,4781400,"4763602,4782201,7490104"
26169373,1,INSTITUTO CSJ DE APERFEICOAMENTO HUMANO,RUA,ESTELA 515,515,VILA MARIANA,04011904,SP,7107,9499500,
26172599,1,,ESTRADA,USINA INDIANA,SN,ZONA RURAL,18603970,SP,6249,0151201,0151202
26182860,1,,FAZENDA,LAGOA PRETA,SN,ZONA RURAL,16500000,SP,6277,0113000,
26189398,1,,RUA,DUQUE DE CAXIAS,1000,VILA SANTA CATARINA,13466320,SP,6131,9499500,
26213175,1,,RUA,BARBOSA,180,VILA BRAGANCA,08970000,SP,7001,0121101,
26215076,1,,AVENIDA,DOUTOR CARDOSO DE MELO,674,VILA OLIMPIA,04548003,SP,7107,6810202,"6810203,6810201"
26226830,1,CASA PROFETICA,RUA,BERILO (JD IPANEMA),54,DOS CASA,09841610,SP,7075,9491000,
26270237,1,RESIDENCIAL VITORIA 1,RUA,VICTORIA SIMIONATO,101,VILA PARANAGUA,03808170,SP,7107,8112500,
26282334,1,,RUA,CONTRA-ALMIRANTE ESCULAPIO CESAR DE PAIVA,400,RADIO CLUBE,11088320,SP,7071,8511200,8512100
26285979,1,,RUA,JONIO,177,JARDIM DO MAR,09750340,SP,7075,8112500,
26293732,1,,FAZENDA,SAO PEDRO,SN,RURAL - CANJIQUINHA,15830000,SP,6863,0133404,
26338751,1,,ANTIGA ESTRADA,DE VALPARAISO A PEREIRA BARRETO,KM 28,APARECIDINHA,16850000,SP,6631,0113000,
26366973,1,,SITIO,NOSSA SENHORA DAS GRACAS,S/N,ZONA RURAL,15825000,SP,6815,0113000,
26397501,1,,SITIO,SANTO ANGELO,S/N,PE DA SERRA,13520000,SP,7109,0151201,0151202
26406107,1,,AVENIDA,RAIMUNDO PEREIRA DE MAGALHAES,S/N,JARDIM PIRITUBA,02984035,SP,7107,8112500,
26414687,1,SR MARABU,RUA,GONCALO FERREIRA,30,VILA MARIA ALTA,02126030,SP,7107,4399101,"4110700,6810201,6810202"
26431768,1,,ESTRADA MUNICIPAL,DE ITAPEVA A N. CAMPINA AO B. ALEGRE,"23,8",ALEGRE,18400970,SP,6549,0151201,0151202
26459913,1,,SITIO,CAPIVARA,S/N,AGUA DO CAPIVARA,19840000,SP,6677,0115600,"0111302,0151201"
26478645,1,CONDOMINIO RESIDENCIAL JARDIM PAULISTA,RUA,SHIGUETOSHI SUZUKI,138,VILA PAULISTA,08744120,SP,6713,8112500,
26518745,1,,FAZENDA,SAO SILVESTRE,S/N,AGUA DO TAQUARAL,19990000,SP,6895,0151201,"0151202,0115600,0111302,0113000"
26527533,1,INTERIOR PLASTICOS,AVENIDA,ENGENHEIRO MODESTO JOSE MOREIRA JUNIOR,2967,PORTAL DA CIDADE AMIGA,15133272,SP,6707,4684201,4686902
26547345,1,,CHACARA,SAO THIAGO,S/N,AGUAS DOS PAULISTAS,19800971,SP,6179,0151201,0151202
26669787,1,,RUA,HELENA,151,VILA OLIMPIA,04552050,SP,7107,6810202,"6810203,6810201,6463800"
26673919,1,,AVENIDA,SARGENTO JOSE SIQUEIRA 391,363,JARDIM PARAISO,06412900,SP,6213,6462000,
