cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
03324948,1,,RUA,BARAO DE BOCAINA,63,PACAEMBU,01241020,SP,7107,8112500,
00024376,1,,AVENIDA,DOS COQUEIROS,266,BARREIRO,07611400,SP,6671,4930201,
00025972,1,GLAREX,ALAMEDA,MINISTRO ROCHA AZEVEDO,38,CERQUEIRA CESAR,01410000,SP,7107,6462000,
01677317,1,,RUA,LIBERO BADARO,101,CENTRO,01009000,SP,7107,6911701,
03327306,1,,RUA,SCIPIAO,400,VILA NOVA TRIESTE,13242100,SP,6605,9491000,
01677485,1,ENTERSEC,RUA,HINTEM MARTINS,467,PARQUE EDU CHAVES,02229070,SP,7107,4669999,"4321500,4759899"
00026910,1,,ALAMEDA,CACAPAVA,60,JARDIM SAIRA,18085250,SP,7145,1099699,"1096100,1099607,4663000,4691500,4692300,4693100,8292000"
03327754,1,,RUA,DAS UVAIAS,125,SAUDE,04055110,SP,7107,8112500,
03327942,1,CARDIO SABIN DIAGNOSTICO,RUA,DA BAHIA,342,RECREIO ESTORIL,12944060,SP,6181,8640299,8630503
03328216,1,JESUS CRISTO E SALVACAO,RUA,ANTONIO CEOLIN,44,LT. PARQUE SAN FRANCISCO,13254240,SP,6569,9491000,
00027446,1,,ESTRADA MUNICIPAL,ALBERTO MACEDO JUNIOR,301,CHACARA SAO JOSE,13916200,SP,6595,8291100,"6619399,6810201,6810202,7490104"
00027652,1,,AVENIDA,TANCREDO NEVES,50,VILA BRASIL,19040520,SP,6929,4731800,"4732600,4729602"
00027681,1,,RUA,VISCONDE DE TAUNAY,709,VILA CRUZEIRO,04726010,SP,7107,4652400,"4645101,4664800,3321000,7490104,6204000"
00028367,1,,ALAMEDA,CONDE DE P ALEGRE,1333,SANTA MARIA,09561000,SP,7077,4744001,"3314702,7739099"
03329702,1,,RUA,PADRE ANCHIETA,301,ESTUARIO,11015120,SP,7071,8112500,
01679665,1,OTMA,RUA,ALMIRANTE BARROSO,123,CENTRO,09310030,SP,6689,8610101,"8630502,8650004"
03330048,1,,AVENIDA,OLAVO FONTOURA,1078,SANTANA,02012021,SP,7107,5112901,"5111100,5120000,8622400,8621602,7119701,7119799,7420002,7319099,5240199,4614100,4669999,3316301,8299799"
01680094,1,,RUA,JOSE VERSOLATO,111,CENTRO,09750730,SP,7075,4619200,"8299799,6399200,7410299,7490105,7490199,8219999,8299703,8299707"
03331919,1,LEALDADE E HARMONIA BARBARENSE,AVENIDA,CONCEICAO MARTINS MACHADO,254,TERRAS DE SANTA BARBARA,13456677,SP,7017,9491000,
00033965,1,SINDILHA,PASSEIO,JUAZEIRO,121,ZONA NORTE,15385000,SP,2943,9420100,
00034275,1,,RUA,MARECHAL DEODORO,901,VILA VALENCA,11390100,SP,7121,8112500,
00034316,1,,ALAMEDA,DAS CONCHAS (RSL MOD 06 SAMBAQUIS),436,RIVIERA,11262117,SP,2965,8112500,
00034385,1,,AVENIDA,DOS CAICARAS,804,LAS PALMAS,11420440,SP,6475,8112500,
00034424,1,,AVENIDA,MAL MAURICIO J CARDOSO,397,JARDIM SARA,11700140,SP,6921,8112500,
00034427,1,,RUA,MJ MANOEL FERNANDES NET,195,ENSEADA,11440320,SP,6475,8112500,
00034441,1,,RUA,MINISTRO XAVIER TOLEDO,88,CAMPO GRANDE,11070300,SP,7071,8112500,
00034446,1,,RUA,ALEXANDRE HERCULANO,37,BOQUEIRAO,11050030,SP,7071,8112500,
00034481,1,,RUA,ESTRELA RODRIGUES,121,JD LAS PALMAS,11420360,SP,6475,8112500,
00034506,1,,RUA,SOROCABA,83,CENTRO,11410440,SP,6475,8112500,
00034564,1,,RUA,ALFREDO ALBERTINI,33,MARAPE,11075000,SP,7071,8112500,
00034598,1,ANA NERY,RUA,DOMINGOS JOSE MARTINS,207,VILA SAO JORGE,11085800,SP,7071,9430800,"9493600,9499500"
00034615,1,,RUA,JOAO RUIZ,750,PRAIA DO TOMBO,11420350,SP,6475,8112500,
00034622,1,,AVENIDA,PRESIDENTE WILSON,2219,JOSE MENINO,11065201,SP,7071,8112500,
00034675,1,,RUA,CINCO,45,JOAO B JULIAO,11443510,SP,6475,8112500,
00034701,1,,RUA,GUIMARAES ROSA,564,CIDADE OCIAN,11704160,SP,6921,8112500,
00034716,1,,RUA,MARIO RIBEIRO,886,CENTRO,11410192,SP,6475,8112500,
00034735,1,,AVENIDA,CONSELHEIRO NEBIAS,532,ENCRUZILHADA,11045000,SP,7071,8112500,
00034749,1,,RUA,CAMPOS MELLO,224,MACUCO,11015010,SP,7071,8112500,
00034782,1,,RUA,CAMPINAS,590,BOQUEIRAO,11701110,SP,6921,8112500,
00034808,1,,RUA,RICARDO PINTO,195,APARECIDA,11035171,SP,7071,8112500,
00034811,1,,RUA,JAU,752,BOQUEIRAO,11700270,SP,6921,8112500,
00034823,1,,RUA,BARTOLOMEU DIAS,334,VILA OCEANICA,11702620,SP,6921,8112500,
00034865,1,,PRACA,JOAO BRITO DOS SANTOS,54,BOQUEIRAO,11701000,SP,6921,8112500,
00034902,1,,RUA,ROZENDO AMADO,248,JD LAS PALMAS,11420370,SP,6475,8112500,
00034978,1,,AVENIDA,PRESIDENTE WILSON,190,JOSE  MENINO,11065201,SP,7071,8112500,
00035096,1,,RUA,DIAS VELHO,242,FREGUESIA DO O,02735040,SP,7107,9491000,
00035186,1,ABLV,PRACA,DOM JOSE GASPAR,30,REPUBLICA,01047010,SP,7107,9430800,"9493600,9499500"
00035227,1,,AVENIDA,CABO ADAO PEREIRA,585,JARDIM SAO JOSE,02936010,SP,7107,8112500,
01682661,1,,RUA,MAESTRO CARDIM,354,BELA VISTA,01323000,SP,7107,7020400,"7220700,8599604"
01683489,1,D. L. G.,RUA,MARINO BRUNO REGINI,440,NOVA RIBEIRANIA,14096710,SP,6969,7112000,"3312102,3321000,4665600,4669999,7739099"
01683639,1,IGREJA EM BOTUCATU,AVENIDA,JOSE STEFANO CASSETARI,14,VILA RODRIGUES ALVES,18601321,SP,6249,9491000,
01684395,1,RESIDENCIAL GARDEN & BEACH,,REPRESA DE JURUMIRIM,S/N,ENSEADA S. MADALENA,18730000,SP,6537,8112500,
03335883,1,,RUA,JOAQUIM FLORIANO,243,CHACARA ITAIM,04534010,SP,7107,6810201,"6810203,4110700,6462000"
03336160,1,,RUA,VIEIRA DE MORAIS,2110,CAMPO BELO,04617007,SP,7107,6911701,
03336338,1,,RUA,DAVID FARAH,45,VILA LOURO,06900680,SP,6403,9430800,"9493600,9499500"
03336640,1,ABAE,TRAVESSA,UBIRASSANGA,41,CAMPO BELO,04614050,SP,7107,9411100,
02213253,2,,RUA,SAO QUIRINO,333,VILA GUILHERME,02056070,SP,7107,4930202,"4930201,3600602"
00057342,1,,RUA,DOMINGOS BARBIERI,264,INSTITUTO DE PREVIDENCIA,05531060,SP,7107,8299799,"6399200,7410299,7490105,7490199,8219999,8299703,8299707"
03337621,1,MAB EMPREENDIMENTOS IMOBILIARIOS,AVENIDA,BRAZ OLAIA ACOSTA,727,JARDIM CALIFORNIA,14026040,SP,6969,6810201,"4110700,6463800,6821801"
01686769,1,,RUA,VICENTE DE CARVALHO,264,VL SEIXAS,14020040,SP,6969,8630503,
01688505,1,,RUA,ELIAS MACHADO DE PADUA,270,SANTA RITA,19807240,SP,6179,9491000,
03339888,1,AUTO-CONTROLE,RODOVIA,CAMPINAS - MONTE MOR,"KM 6,5",JARDIM MALTA,13185000,SP,2951,4530703,
03340368,1,HABITACIONAL DAS PALMEIRAS,RUA,ABEL FERREIRA DUARTE,115,JARDIM GUAIACU,15830000,SP,6863,4120400,4299501
03340796,1,R.F CONTABILIDADE E CONSULTORIA,RUA,MAJOR JOAO BATISTA FRANCA,1822,PARQUE INDUSTRIAL,15025610,SP,7097,6920601,
00060960,1,,RUA,BENJAMIN CONSTANT,2000,CAMBUI,13012100,SP,6291,8112500,
01689795,1,,AVENIDA,PAULISTA,2439,BELA VISTA,01311936,SP,7107,6541300,
00360305,2,AGENCIA METRO CONCEICAO/SP,AVENIDA,GEORGE CORBISIER,86,JABAQUARA,04345000,SP,7107,6423900,
01690442,1,,RUA,EMILIO WINTHER,883,CENTRO,12030000,SP,7183,8112500,
01690457,1,CAMARA MUNICIPAL DE TAQUARAL,AVENIDA,PROJETADA 1,S/N,CENTRO,14765000,SP,0824,8411600,
01690779,1,,AVENIDA,BRIGADEIRO FARIA LIMA,2179,JD PAULISTANO,01452000,SP,7107,6470101,
01690846,1,,RUA,ALFREDO LUCIO,200,VILA TERESINHA,02853000,SP,7107,9491000,
03342111,1,INSTITUTO EDUCACIONAL ENG JOSE ERMIRIO DE MORAES FILHO,RUA,ALFREDO FILIPIN,78,VILA DOMINGUINHO,18114100,SP,7243,8541400,"8512100,8513900,8531700,8520100"
01691008,1,S.A.B.J.R.B.,AVENIDA,PRESIDENTE JOAO GOULART,3190,JD RIO BONITO,04821000,SP,7107,9430800,"9493600,9499500"
01691417,1,,ALAMEDA,SANTOS,787,CERQUEIRA CESAR,01419001,SP,7107,6911701,
01691722,1,ANAROB,AVENIDA,TOME DE SOUZA,3151,RIO DA PRAIA,11256005,SP,2965,6810202,
03343572,1,,RUA,"TABAPUA,",111,ITAIM BIBI,04533010,SP,7107,8112500,
03343638,1,,RUA,DOMENICO MONTELLA,392,PARQUE NACOES UNIDAS,02996080,SP,7107,8800600,"8511200,9430800,9493600,9499500"
01692216,1,,AVENIDA,ITABERABA,1594,ITABERABA,02734000,SP,7107,8112500,
03343751,1,EMEI DONA MARIA ARAUJO,RUA,MACEIO,445,CIDADE NOVA,13454360,SP,7017,9430800,"9493600,9499500"
00063814,1,,,LARG DAS ANDORINHAS,19,CENTRO,13012100,SP,6291,8112500,
00063960,1,,AVENIDA,TUCUNARE,125,ALPHAVILLE,06460020,SP,6213,4711301,"1091102,4637199,4639701,4644301,4645101,4646001,4646002,4647801,4649499,4721102,4722901,4722902,4753900,4759899,4761003,4771701,4772500,4789002,4789005,4789008,5212500,5611201,5620103,6619302,7319002,7420003,7490104,8630503"
01692616,1,,AVENIDA,JAGUARE,818,JAGUARE,05346000,SP,7107,4647802,"5811500,6203100,6463800,7020400,7740300,8599604"
01692620,1,,RUA,1,3B,PQ.EMPR.ANHANGUERA,07750020,SP,6285,5829800,"1741902,5819100,4686901,1811302"
03344392,1,APM DA EM PROF. ELIAS BARGIS MATHIAS,RUA,BENEDITO BACCA BENEGA,60,ARARETAMA,12425190,SP,6861,9430800,"9493600,9499500"
03344416,1,,RUA,LEOPOLDO DA SILVA,179,TERRA BAIXA,18147000,SP,3067,4711302,"5611203,5611201"
00066062,1,,RUA,ALAGOAS,974,HIGIENOPOLIS,01242000,SP,7107,8112500,
00066071,1,G2 EMPREENDIMENTOS,RUA,MARIA DA GRA,333,ALTO DE PINHEIROS,05465040,SP,7107,6463800,"4110700,6499999,6810201,6810202,6810203,7490104"
03346675,1,,AVENIDA,MANOEL DA NOBREGA,1439,ITARARE,11320201,SP,7121,8112500,
03347019,1,,AVENIDA,PRESIDENTE KENNEDY,5252,TUPI,11703200,SP,6921,8112500,
01695749,1,ADNIPO,RUA,ANCHIETA,150,CENTRO,16300001,SP,6847,9491000,
00068113,1,S/C ARAUTOS,RUA,FERNANDES PINHEIRO,309,VILA AZEVEDO,03308060,SP,7107,9491000,
01696700,1,COMUNIDADE CRISTA EM TREMEMBE,AVENIDA,TREMEMBE,815,PARQUE NOSSA SENHORA DA GLORIA,12120000,SP,7197,9491000,
00069134,1,,VIA,DE SERVIDAO G,389,NUCLEO S IZABEL,13012100,SP,6291,9491000,
00686149,2,,RUA,PAULO RAFAEL,40,VILA HEBE,02765030,SP,7107,8800600,
03350748,1,,RUA,CLAUDIO ROSSI,394,JARDIM DA GLORIA,01547000,SP,7107,9430800,9499500
01698850,1,,RUA,DOUTOR EUCLIDES VIEIRA,560,PARQUE SAO QUIRINO,13088280,SP,6291,6911701,
03352084,1,PONGABA ADMINISTRACAO DE BENS,RUA,PACOBA,252,JARDIM PANORAMA,05679080,SP,7107,8211300,"6810201,6810202,7020400"
01700404,1,MOJI SEG,RUA,ALBERTO DAVOLI,115,JD MARIA B BORDIGNON,13803090,SP,6717,4759899,4321500
03353694,1,AGROMERICA,RUA,BEZERRA DE MENEZES,413,VILA INDEPENDENCIA,17605440,SP,7201,2833000,"2832100,3321000,4530705,4669999,4672900,4689399,4741500,4744001,6463800"
03355458,1,ACAO UNIVIDA,AVENIDA,JOAO BATISTA SANTIAGO,373,PARQUE SANTA RITA,08150030,SP,7107,9430800,"9493600,9499500"
03355486,1,DWDM,RUA,PRUDENTE DE MORAIS,1179,CENTRO,14015100,SP,6969,4221904,
03355514,1,,AVENIDA,RUI BARBOSA,450,CENTRO,11740000,SP,6543,4511101,"4511102,4520001,4520002,4530703,5229002,6399200,7490104"
00074572,1,,RUA,NISIA FLORESTA BRASILEIRA AUGUSTA,37,VILA SAO BENTO,13034653,SP,6291,9491000,
01703377,1,INTERPLANT,FAZENDA,TERRA VIVA,SN,RURAL,13830000,SP,7061,0161099,"0161001,0161003"
00075514,1,,AVENIDA,PROF.SYLLA MATTOS,769,JD.SANTA CRUZ,04182010,SP,7107,8112500,
01704138,1,,RUA,NORMA MARIA BELLINI,161,IGUATEMI,14091490,SP,6969,4755501,
01704266,1,,RUA,NELLO PETRINI,1.174,VILA GARAVELLO,14840000,SP,6473,4711302,
00076397,1,,RUA,VISCONDE DE NACAR,86,REAL PARQUE,05685010,SP,7107,8512100,"8513900,8520100"
00076445,1,,AVENIDA,GUILHERME COTCHING,726,VILA MARIA BAIXA,02113010,SP,7107,6462000,"6810201,6810202"
03358250,1,,RUA,SAVERIO VALENTE,100,PARQUE DAS NACOES,02995160,SP,7107,8112500,
00077301,1,,AVENIDA,WALDEMAR TIETZ,1656,ARTHUR ALVIM,03589001,SP,7107,8112500,
00077350,1,SOL NASCENTE,AVENIDA,PAULISTA,1471,BELA VISTA,01311927,SP,7107,9430800,"8511200,9493600,9499500"
00077386,1,,RUA,DR. MANOEL VITORINO,110,BRAS,03017020,SP,7107,7112000,
01706135,1,CAMARA MUNICIPAL DE TRABIJU,RUA,RUA JOSE LETIZIO,522,CENTRO,14935000,SP,0826,8411600,
01706151,1,,PRACA,CONEGO JOAQUIM ALVES,123,CENTRO,14300001,SP,6217,8112500,
01706438,1,LA AGUA,RUA,JAMBEIRO,86,JD.DAS OLIVEIRAS,13043620,SP,6291,4723700,
03359432,1,,RUA,JUREIA,349,CHACARA INGLESA,04140110,SP,7107,8550302,"8599699,8650003,8800600"
01707315,1,,RUA,GENERAL CAMARA,254,CENTRO,13013020,SP,6291,8112500,
01707369,1,,RUA,DA CONSOLACAO,222,CONSOLACAO,01302000,SP,7107,4110700,
03360630,1,DISTRIBUIDORA EDEM,RUA,MARIA FIGUEIREDO,609,PARAISO,04002004,SP,7107,4635401,
01708030,1,,RUA,TEMPLARIOS,709,VL FORMOSA,03357000,SP,7107,8112500,
03362071,1,,RUA,ROSA MUSGO,114,JD. DOS YPES,08161040,SP,7107,8299799,"6399200,7410299,7490105,7490199,8219999,8299703,8299707"
01709180,1,,RUA,ALEXANDRINO DE ALENCAR,405,JARDIM SANTA URSULA,13860000,SP,6105,8112500,
00081908,1,,RUA,MINISTRO EDUARDO DE CAMPOS MAIA,25,JARDIM BONFIGLIOLI,05594060,SP,7107,8730102,
01710337,1,,RUA,TAGUA,282,LIBERDADE,01508010,SP,7107,9430800,"9493600,9499500"
03363559,1,BRICK,ALAMEDA,FRANCA,626,JARDIM PAULISTA,01422000,SP,7107,4612500,
03364112,1,IGREJA EVANGELICA BETEL - CASA DE DEUS,RUA,DOS GIRASSOIS,09,VILA NATAL,11538030,SP,6371,9491000,
03364637,1,APM DA E.M.E.F JOAO ANTONIO MINEIRO,RODOVIA,VEREADOR ALBINO RODRIGUES NEVES,5801,DO TEVO,07500000,SP,7037,9430800,"9493600,9499500"
01711369,1,,AVENIDA,SAO PEDRO,0100,JARDIM ALLAH,14780766,SP,6209,8630503,8660700
03364887,1,,AVENIDA,DEPUTADO ORLANDO G. ZANCANER,497,PQE COM.JOAO AMENDOL,15812020,SP,6323,8610101,"8630501,8630503"
01711718,1,,RUA,JOANOPOLIS,264,CIDADE JARDIM,13050411,SP,6291,8112500,
03365184,1,CELJ - REPRESENTACOES,RUA,HENRIQUE JACOBS,1371,PARQUE EGISTO RAGAZZO,13485321,SP,6639,4619200,8219999
01711926,1,,RUA,SIMAO ALVARES,356,PINHEIROS,05417020,SP,7107,8112500,
00083982,1,,AVENIDA,JOSE BONIFACIO,1134,JD FLAMBOYANT,13091140,SP,6291,8112500,
00083990,1,,RUA,RIACHUELO,200,BOSQUE,13015320,SP,6291,8112500,
00084014,1,CONDOMINIO EDIFICIO VENEZA,AVENIDA,JULIO MESQUITA,499,CAMBUI,13025060,SP,6291,8112500,
00084104,1,,AVENIDA,ANTONIO ARTIOLI,570,SWISS PARK,13049900,SP,6291,7311400,"7319001,7319002,7319003,7319004"
01713472,1,,RUA,MIRANDA JORDAO,128,VILA DIVA,03372010,SP,7107,1012102,"1013901,1013902"
01713542,1,ACEMI,RUA,ADEMIR ROLDAN PEREIRA,01,ITAQUERA,08230035,SP,7107,9430800,"9493600,9499500"
00085642,1,,AVENIDA,SAO JOAO,126,CENTRO,01036000,SP,7107,8112500,
01714425,1,,RUA,ARISTARCO NOGUEIRA,101,JARDIM MERCI,13206053,SP,6619,8112500,
00087065,1,,RUA,DR JOAO INACIO TEIXEIRA,78,VILA CLAUDIA,03181070,SP,7107,9491000,
